service_date,line,otp_numerator,otp_denominator,otp_score
2021-03-02,Newburyport/Rockport Line,29.0,34.0,0.8529411764705882
2021-03-02,Orange Line,156120.16,178851.26,0.8729050049745246
2021-03-02,Providence/Stoughton Line,23.0,26.0,0.8846153846153846
2021-03-02,Red Line,222065.0,250571.8,0.8862330078644125
2021-03-02,Silver Line,6339.0,7542.0,0.8404932378679395
2021-03-02,Worcester Line Shuttle,38.0,40.0,0.95
2021-03-03,Blue Line,68642.85,71885.49,0.9548915921697133
2021-03-03,Fairmount Line,38.0,38.0,1.0
2021-03-03,Fitchburg Line,15.0,15.0,1.0
2021-03-03,Framingham/Worcester Line,18.0,20.0,0.9
2021-03-03,Franklin Line,20.0,20.0,1.0
2021-03-03,Green Line,99192.47700000001,120488.633,0.8232517419298799
2021-03-03,Greenbush Line,18.0,18.0,1.0
2021-03-03,Haverhill Line,11.0,13.0,0.8461538461538461
2021-03-03,Kingston/Plymouth Line,18.0,18.0,1.0
2021-03-03,Lowell Line,16.0,17.0,0.9411764705882353
2021-03-03,Lowell Line Shuttle,16.0,17.0,0.9411764705882353
2021-03-03,Middleborough/Lakeville Line,22.0,22.0,1.0
2021-03-03,Needham Line,21.0,21.0,1.0
2021-03-03,Newburyport/Rockport Line,33.0,34.0,0.9705882352941176
2021-03-03,Orange Line,163348.2,179612.81,0.9094462694503805
2021-03-03,Providence/Stoughton Line,26.0,26.0,1.0
2021-03-03,Red Line,226858.5,249785.3,0.9082139741610095
2021-03-03,Silver Line,7059.0,8342.0,0.8461999520498681
2021-03-03,Worcester Line Shuttle,36.0,40.0,0.9
2021-03-04,Blue Line,69461.59,71735.41,0.9683026834306794
2021-03-04,Fairmount Line,38.0,38.0,1.0
2021-03-04,Fitchburg Line,15.0,15.0,1.0
2021-03-04,Framingham/Worcester Line,20.0,20.0,1.0
2021-03-04,Franklin Line,19.0,20.0,0.95
2021-03-04,Green Line,97782.317,119782.457,0.8163325369089732
2021-03-04,Greenbush Line,16.0,18.0,0.8888888888888888
2021-03-04,Haverhill Line,12.0,13.0,0.9230769230769231
2021-03-04,Kingston/Plymouth Line,15.0,18.0,0.8333333333333334
2021-03-04,Lowell Line,17.0,17.0,1.0
2021-03-04,Lowell Line Shuttle,17.0,17.0,1.0
2021-03-04,Middleborough/Lakeville Line,22.0,22.0,1.0
2021-03-04,Needham Line,21.0,21.0,1.0
2021-03-04,Newburyport/Rockport Line,29.0,34.0,0.8529411764705882
2021-03-04,Orange Line,166097.26,178792.21,0.928996067557977
2021-03-04,Providence/Stoughton Line,25.0,26.0,0.9615384615384616
2021-03-04,Red Line,228691.3,248963.5,0.9185736061711857
2021-03-04,Silver Line,7617.0,8996.0,0.8467096487327701
2021-03-04,Worcester Line Shuttle,40.0,40.0,1.0
2021-03-05,Blue Line,66847.35,71342.26,0.936995127432184
2021-03-05,Fairmount Line,37.0,38.0,0.9736842105263158
2021-03-05,Fitchburg Line,14.0,15.0,0.9333333333333333
2021-03-05,Framingham/Worcester Line,19.0,20.0,0.95
2021-03-05,Franklin Line,20.0,20.0,1.0
2021-03-05,Green Line,99441.219,118802.813,0.8370274784655142
2021-03-05,Greenbush Line,15.0,18.0,0.8333333333333334
2021-03-05,Haverhill Line,13.0,13.0,1.0
2021-03-05,Kingston/Plymouth Line,18.0,18.0,1.0
2021-03-05,Lowell Line,16.0,17.0,0.9411764705882353
2021-03-05,Lowell Line Shuttle,16.0,17.0,0.9411764705882353
2021-03-05,Middleborough/Lakeville Line,21.0,22.0,0.9545454545454546
2021-03-05,Needham Line,21.0,21.0,1.0
2021-03-05,Newburyport/Rockport Line,34.0,34.0,1.0
2021-03-05,Orange Line,159124.41999999998,179073.28,0.8885994605113615
2021-03-05,Providence/Stoughton Line,25.0,26.0,0.9615384615384616
2021-03-05,Red Line,229678.8,249478.8,0.9206345388866709
2021-03-05,Silver Line,8096.0,9697.0,0.8348973909456533
2021-03-05,Worcester Line Shuttle,38.0,40.0,0.95
2021-03-06,Blue Line,44056.38,44782.1,0.9837944178589213
2021-03-06,Fairmount Line,19.0,20.0,0.95
2021-03-06,Fitchburg Line,1.0,1.0,1.0
2021-03-06,Framingham/Worcester Line,16.0,16.0,1.0
2021-03-06,Green Line,60170.585,74077.44900000001,0.8122658894476779
2021-03-06,Middleborough/Lakeville Line,18.0,18.0,1.0
2021-03-06,Newburyport/Rockport Line,28.0,28.0,1.0
2021-03-06,Orange Line,31429.26,38671.62,0.8127215772186425
2021-03-06,Providence/Stoughton Line,16.0,16.0,1.0
2021-03-06,Red Line,88984.97,95446.68,0.9323003167841983
2021-03-06,Silver Line,7008.0,8195.0,0.8551555826723612
2021-03-06,Worcester Line Shuttle,32.0,32.0,1.0
2021-03-07,Blue Line,33443.14,34285.29,0.9754369876993894
2021-03-07,Fairmount Line,20.0,20.0,1.0
2021-03-07,Framingham/Worcester Line,16.0,16.0,1.0
2021-03-07,Green Line,42461.097,50792.548,0.8359709971628121
2021-03-07,Middleborough/Lakeville Line,18.0,18.0,1.0
2021-03-07,Newburyport/Rockport Line,28.0,28.0,1.0
2021-03-07,Orange Line,22144.67,28116.77,0.7875965126862011
2021-03-07,Providence/Stoughton Line,16.0,16.0,1.0
2021-03-07,Red Line,66094.8,68930.48,0.9588617401184498
2021-03-07,Silver Line,5991.0,7129.0,0.8403703184177304
2021-03-07,Worcester Line Shuttle,32.0,32.0,1.0
2021-03-08,Blue Line,68833.26000000001,71521.34,0.9624156929945665
2021-03-08,Fairmount Line,38.0,38.0,1.0
2021-03-08,Fitchburg Line,14.0,14.0,1.0
2021-03-08,Framingham/Worcester Line,17.0,20.0,0.85
2021-03-08,Franklin Line,20.0,20.0,1.0
2021-03-08,Green Line,100711.99399999999,119855.247,0.8402802256959179
2021-03-08,Greenbush Line,18.0,18.0,1.0
2021-03-08,Haverhill Line,10.0,13.0,0.7692307692307693
2021-03-08,Kingston/Plymouth Line,18.0,18.0,1.0
2021-03-08,Lowell Line,14.0,17.0,0.8235294117647058
2021-03-08,Lowell Line Shuttle,14.0,17.0,0.8235294117647058
2021-03-08,Middleborough/Lakeville Line,22.0,22.0,1.0
2021-03-08,Needham Line,21.0,21.0,1.0
2021-03-08,Newburyport/Rockport Line,33.0,34.0,0.9705882352941176
2021-03-08,Orange Line,161731.3,179092.57,0.903059797511421
2021-03-08,Providence/Stoughton Line,25.0,26.0,0.9615384615384616
2021-03-08,Red Line,229284.09999999998,248302.7,0.9234055851990332
2021-03-08,Silver Line,7782.0,9196.0,0.8462374945628535
2021-03-08,Worcester Line Shuttle,34.0,40.0,0.85
2021-03-09,Blue Line,68830.98,71177.13,0.9670378673599229
2021-03-09,Fairmount Line,38.0,38.0,1.0
2021-03-09,Fitchburg Line,15.0,15.0,1.0
2021-03-09,Framingham/Worcester Line,18.0,20.0,0.9
2021-03-09,Franklin Line,20.0,20.0,1.0
2021-03-09,Green Line,101643.425,120696.736,0.8421389705186394
2021-03-09,Greenbush Line,18.0,18.0,1.0
2021-03-09,Haverhill Line,12.0,13.0,0.9230769230769231
2021-03-09,Kingston/Plymouth Line,18.0,18.0,1.0
2021-03-09,Lowell Line,16.0,17.0,0.9411764705882353
2021-03-09,Lowell Line Shuttle,16.0,17.0,0.9411764705882353
2021-03-09,Middleborough/Lakeville Line,21.0,22.0,0.9545454545454546
2021-03-09,Needham Line,21.0,21.0,1.0
2021-03-09,Newburyport/Rockport Line,34.0,34.0,1.0
2021-03-09,Orange Line,163600.87,178874.1,0.9146146367752513
2021-03-09,Providence/Stoughton Line,25.0,26.0,0.9615384615384616
2021-03-09,Red Line,235423.4,250463.1,0.9399524321147505
2021-03-09,Silver Line,7732.0,9220.0,0.8386117136659436
2021-03-09,Worcester Line Shuttle,36.0,40.0,0.9
2021-03-10,Blue Line,67919.7,71422.78,0.9509529032613964
2021-03-10,Fairmount Line,38.0,38.0,1.0
2021-03-10,Fitchburg Line,14.0,15.0,0.9333333333333333
2021-03-10,Framingham/Worcester Line,16.0,20.0,0.8
2021-03-10,Franklin Line,20.0,20.0,1.0
2021-03-10,Green Line,95581.858,115392.109,0.8283223075505102
2021-03-10,Greenbush Line,18.0,18.0,1.0
2021-03-10,Haverhill Line,11.0,13.0,0.8461538461538461
2021-03-10,Kingston/Plymouth Line,16.0,18.0,0.8888888888888888
2021-03-10,Lowell Line,15.0,17.0,0.8823529411764706
2021-03-10,Lowell Line Shuttle,15.0,17.0,0.8823529411764706
2021-03-10,Middleborough/Lakeville Line,20.0,22.0,0.9090909090909091
2021-03-10,Needham Line,21.0,21.0,1.0
2021-03-10,Newburyport/Rockport Line,34.0,34.0,1.0
2021-03-10,Orange Line,169483.62,179855.43,0.9423325167330228
2021-03-10,Providence/Stoughton Line,26.0,26.0,1.0
2021-03-10,Red Line,231418.0,251182.3,0.921314917492196
2021-03-10,Silver Line,7808.0,9138.0,0.8544539286495951
2021-03-10,Worcester Line Shuttle,32.0,40.0,0.8
2021-03-11,Blue Line,69205.91,71798.5,0.9638907498067509
2021-03-11,Fairmount Line,38.0,38.0,1.0
2021-03-11,Fitchburg Line,15.0,15.0,1.0
2021-03-11,Framingham/Worcester Line,18.0,20.0,0.9
2021-03-11,Franklin Line,20.0,20.0,1.0
2021-03-11,Green Line,98200.536,119834.58,0.8194674358603334
2021-03-11,Greenbush Line,17.0,18.0,0.9444444444444444
2021-03-11,Haverhill Line,13.0,13.0,1.0
2021-03-11,Kingston/Plymouth Line,18.0,18.0,1.0
2021-03-11,Lowell Line,14.0,17.0,0.8235294117647058
2021-03-11,Lowell Line Shuttle,14.0,17.0,0.8235294117647058
2021-03-11,Middleborough/Lakeville Line,22.0,22.0,1.0
2021-03-11,Needham Line,21.0,21.0,1.0
2021-03-11,Newburyport/Rockport Line,27.0,34.0,0.7941176470588235
2021-03-11,Orange Line,160840.58,180195.24,0.8925906144912595
2021-03-11,Providence/Stoughton Line,26.0,26.0,1.0
2021-03-11,Red Line,233247.90000000002,250532.9,0.9310070653395224
2021-03-11,Worcester Line Shuttle,36.0,40.0,0.9
2021-03-12,Blue Line,68881.7,71885.76999999999,0.9582105053614923
2021-03-12,Fairmount Line,37.0,38.0,0.9736842105263158
2021-03-12,Fitchburg Line,15.0,15.0,1.0
2021-03-12,Framingham/Worcester Line,15.0,20.0,0.75
2021-03-12,Franklin Line,20.0,20.0,1.0
2021-03-12,Green Line,97208.49100000001,118523.227,0.8201640594885254
2021-03-12,Greenbush Line,18.0,18.0,1.0
2021-03-12,Haverhill Line,13.0,13.0,1.0
2021-03-12,Kingston/Plymouth Line,17.0,18.0,0.9444444444444444
2021-03-12,Lowell Line,16.0,17.0,0.9411764705882353
2021-03-12,Lowell Line Shuttle,16.0,17.0,0.9411764705882353
2021-03-12,Middleborough/Lakeville Line,21.0,22.0,0.9545454545454546
2021-03-12,Needham Line,21.0,21.0,1.0
2021-03-12,Newburyport/Rockport Line,33.0,34.0,0.9705882352941176
2021-03-12,Orange Line,145109.81,168747.38,0.8599233362912064
2021-03-12,Providence/Stoughton Line,26.0,26.0,1.0
2021-03-12,Red Line,235191.2,250916.6,0.937328179960991
2021-03-12,Silver Line,7749.0,9125.0,0.8492054794520548
2021-03-12,Worcester Line Shuttle,30.0,40.0,0.75
2021-03-13,Blue Line,43959.49,44922.82,0.9785558876312751
2021-03-13,Fairmount Line,20.0,20.0,1.0
2021-03-13,Fitchburg Line,1.0,1.0,1.0
2021-03-13,Framingham/Worcester Line,16.0,16.0,1.0
2021-03-13,Green Line,57290.1509,74318.4811,0.770873543862026
2021-03-13,Middleborough/Lakeville Line,18.0,18.0,1.0
2021-03-13,Newburyport/Rockport Line,28.0,28.0,1.0
2021-03-13,Orange Line,31094.4,42743.51,0.7274648244844656
2021-03-13,Providence/Stoughton Line,16.0,16.0,1.0
2021-03-13,Red Line,91031.58,95659.89,0.951617025693841
2021-03-13,Silver Line,7839.0,9570.0,0.8191222570532916
2021-03-13,Worcester Line Shuttle,32.0,32.0,1.0
2021-03-14,Blue Line,33449.0,33715.05,0.9921088653286885
2021-03-14,Fairmount Line,20.0,20.0,1.0
2021-03-14,Framingham/Worcester Line,15.0,16.0,0.9375
2021-03-14,Green Line,42562.799,51025.979,0.8341397820118258
2021-03-14,Middleborough/Lakeville Line,18.0,18.0,1.0
2021-03-14,Newburyport/Rockport Line,28.0,28.0,1.0
2021-03-14,Orange Line,25998.6,30207.21,0.8606753155951841
2021-03-14,Providence/Stoughton Line,16.0,16.0,1.0
2021-03-14,Red Line,65872.37,68914.55,0.9558557663076954
2021-03-14,Silver Line,3654.0,4319.0,0.8460291734197731
2021-03-14,Worcester Line Shuttle,30.0,32.0,0.9375
2021-03-15,Blue Line,65217.6,69743.56,0.9351056929127219
2021-03-15,Fairmount Line,38.0,38.0,1.0
2021-03-15,Fitchburg Line,14.0,14.0,1.0
2021-03-15,Framingham/Worcester Line,17.0,20.0,0.85
2021-03-15,Franklin Line,19.0,20.0,0.95
2021-03-15,Green Line,99950.957,118190.92,0.84567373703496
2021-03-15,Greenbush Line,18.0,18.0,1.0
2021-03-15,Haverhill Line,13.0,13.0,1.0
2021-03-15,Kingston/Plymouth Line,16.0,18.0,0.8888888888888888
2021-03-15,Lowell Line,13.0,17.0,0.7647058823529411
2021-03-15,Lowell Line Shuttle,13.0,17.0,0.7647058823529411
2021-03-15,Middleborough/Lakeville Line,21.0,22.0,0.9545454545454546
2021-03-15,Needham Line,21.0,21.0,1.0
2021-03-15,Newburyport/Rockport Line,34.0,34.0,1.0
2021-03-15,Orange Line,94945.08,140448.96,0.6760112712831765
2021-03-15,Providence/Stoughton Line,22.0,26.0,0.8461538461538461
2021-03-15,Red Line,236460.6,250653.3,0.9433771667877503
2021-03-15,Silver Line,4725.0,5604.0,0.8431477516059958
2021-03-15,Worcester Line Shuttle,34.0,40.0,0.85
2021-03-16,Blue Line,70312.42,71832.37,0.9788403194827068
2021-03-16,Fairmount Line,38.0,38.0,1.0
2021-03-16,Fitchburg Line,15.0,15.0,1.0
2021-03-16,Framingham/Worcester Line,19.0,20.0,0.95
2021-03-16,Franklin Line,20.0,20.0,1.0
2021-03-16,Green Line,103596.485,119027.384,0.870358412648975
2021-03-16,Greenbush Line,17.0,18.0,0.9444444444444444
2021-03-16,Haverhill Line,12.0,13.0,0.9230769230769231
2021-03-16,Kingston/Plymouth Line,18.0,18.0,1.0
2021-03-16,Lowell Line,13.0,17.0,0.7647058823529411
2021-03-16,Lowell Line Shuttle,13.0,17.0,0.7647058823529411
2021-03-16,Middleborough/Lakeville Line,21.0,22.0,0.9545454545454546
2021-03-16,Needham Line,21.0,21.0,1.0
2021-03-16,Newburyport/Rockport Line,34.0,34.0,1.0
2021-03-16,Orange Line,85654.95,135242.21000000002,0.633344796716942
2021-03-16,Providence/Stoughton Line,25.0,26.0,0.9615384615384616
2021-03-16,Red Line,226861.5,248408.2,0.9132609148973343
2021-03-16,Silver Line,5217.0,6298.0,0.8283582089552238
2021-03-16,Worcester Line Shuttle,38.0,40.0,0.95
2021-03-17,Blue Line,66191.88,67228.45999999999,0.9845812324125826
2021-03-17,Fairmount Line,38.0,38.0,1.0
2021-03-17,Fitchburg Line,15.0,15.0,1.0
2021-03-17,Framingham/Worcester Line,19.0,20.0,0.95
2021-03-17,Franklin Line,17.0,20.0,0.85
2021-03-17,Green Line,93808.1,109254.579,0.8586193902225371
2021-03-17,Greenbush Line,18.0,18.0,1.0
2021-03-17,Haverhill Line,13.0,13.0,1.0
2021-03-17,Kingston/Plymouth Line,18.0,18.0,1.0
2021-03-17,Lowell Line,15.0,17.0,0.8823529411764706
2021-03-17,Lowell Line Shuttle,15.0,17.0,0.8823529411764706
2021-03-17,Middleborough/Lakeville Line,22.0,22.0,1.0
2021-03-17,Needham Line,21.0,21.0,1.0
2021-03-17,Newburyport/Rockport Line,34.0,34.0,1.0
2021-03-17,Orange Line,66876.23000000001,100437.53,0.6658490108229465
2021-03-17,Providence/Stoughton Line,25.0,26.0,0.9615384615384616
2021-03-17,Red Line,225087.8,236653.7,0.9511273223279415
2021-03-17,Silver Line,5485.0,6576.0,0.8340936739659367
2021-03-17,Worcester Line Shuttle,38.0,40.0,0.95
2021-03-18,Blue Line,69983.81,70986.94,0.9858688091077034
2021-03-18,Fairmount Line,38.0,38.0,1.0
2021-03-18,Fitchburg Line,15.0,15.0,1.0
2021-03-18,Framingham/Worcester Line,18.0,20.0,0.9
2021-03-18,Franklin Line,19.0,20.0,0.95
2021-03-18,Green Line,105935.314,119929.606,0.8833124491378718
2021-03-18,Greenbush Line,18.0,18.0,1.0
2021-03-18,Haverhill Line,13.0,13.0,1.0
2021-03-18,Kingston/Plymouth Line,18.0,18.0,1.0
2021-03-18,Lowell Line,15.0,17.0,0.8823529411764706
2021-03-18,Lowell Line Shuttle,15.0,17.0,0.8823529411764706
2021-03-18,Middleborough/Lakeville Line,16.0,22.0,0.7272727272727273
2021-03-18,Needham Line,19.0,21.0,0.9047619047619048
2021-03-18,Newburyport/Rockport Line,34.0,34.0,1.0
2021-03-18,Orange Line,78276.94,114798.32,0.6818648565588764
2021-03-18,Providence/Stoughton Line,26.0,26.0,1.0
2021-03-18,Red Line,233573.7,249510.4,0.9361281132970811
2021-03-18,Silver Line,5620.0,6579.0,0.8542331661346709
2021-03-18,Worcester Line Shuttle,36.0,40.0,0.9
2021-03-19,Blue Line,69763.57,71826.92,0.971273305328977
2021-03-19,Fairmount Line,38.0,38.0,1.0
2021-03-19,Fitchburg Line,15.0,15.0,1.0
2021-03-19,Framingham/Worcester Line,20.0,20.0,1.0
2021-03-19,Franklin Line,20.0,20.0,1.0
2021-03-19,Green Line,97454.349,116993.694,0.8329880497661695
2021-03-19,Greenbush Line,17.0,18.0,0.9444444444444444
2021-03-19,Haverhill Line,13.0,13.0,1.0
2021-03-19,Kingston/Plymouth Line,18.0,18.0,1.0
2021-03-19,Lowell Line,17.0,17.0,1.0
2021-03-19,Lowell Line Shuttle,17.0,17.0,1.0
2021-03-19,Middleborough/Lakeville Line,22.0,22.0,1.0
2021-03-19,Needham Line,21.0,21.0,1.0
2021-03-19,Newburyport/Rockport Line,33.0,34.0,0.9705882352941176
2021-03-19,Orange Line,79233.60999999999,114670.93,0.6909650946408126
2021-03-19,Providence/Stoughton Line,26.0,26.0,1.0
2021-03-19,Red Line,236127.0,251183.6,0.9400573922819802
2021-03-19,Silver Line,4916.0,5830.0,0.8432246998284734
2021-03-19,Worcester Line Shuttle,40.0,40.0,1.0
2021-03-20,Blue Line,43549.52,44538.38,0.977797575933386
2021-03-20,Fairmount Line,20.0,20.0,1.0
2021-03-20,Fitchburg Line,1.0,1.0,1.0
2021-03-20,Framingham/Worcester Line,16.0,16.0,1.0
2021-03-20,Green Line,55521.2362,67892.1565,0.8177857216834761
2021-03-20,Middleborough/Lakeville Line,15.0,18.0,0.8333333333333334
2021-03-20,Newburyport/Rockport Line,27.0,28.0,0.9642857142857143
2021-03-20,Orange Line,37609.77,42679.03,0.881223636057333
2021-03-20,Providence/Stoughton Line,14.0,16.0,0.875
2021-03-20,Red Line,88132.07,95539.52,0.9224671633267574
2021-03-20,Silver Line,4438.0,5339.0,0.8312418055815696
2021-03-20,Worcester Line Shuttle,32.0,32.0,1.0
2021-03-21,Blue Line,33503.75,33786.17,0.9916409584158252
2021-03-21,Fairmount Line,19.0,20.0,0.95
2021-03-21,Framingham/Worcester Line,15.0,16.0,0.9375
2021-03-21,Green Line,37698.0432,46551.335399999996,0.8098165793972046
2021-03-21,Middleborough/Lakeville Line,16.0,18.0,0.8888888888888888
2021-03-21,Newburyport/Rockport Line,28.0,28.0,1.0
2021-03-21,Orange Line,28853.67,30438.64,0.9479290139112654
2021-03-21,Providence/Stoughton Line,16.0,16.0,1.0
2021-03-21,Red Line,64326.67,68515.26,0.9388663197074637
2021-03-21,Silver Line,3755.0,4602.0,0.8159495871360278
2021-03-21,Worcester Line Shuttle,30.0,32.0,0.9375
2021-03-22,Blue Line,69583.25,71754.47,0.9697409792031074
2021-03-22,Fairmount Line,38.0,38.0,1.0
2021-03-22,Fitchburg Line,14.0,14.0,1.0
2021-03-22,Framingham/Worcester Line,20.0,20.0,1.0
2021-03-22,Franklin Line,19.0,20.0,0.95
2021-03-22,Green Line,101412.706,119152.005,0.8511204322579381
2021-03-22,Greenbush Line,18.0,18.0,1.0
2021-03-22,Haverhill Line,12.0,13.0,0.9230769230769231
2021-03-22,Kingston/Plymouth Line,16.0,18.0,0.8888888888888888
2021-03-22,Lowell Line,13.0,17.0,0.7647058823529411
2021-03-22,Lowell Line Shuttle,13.0,17.0,0.7647058823529411
2021-03-22,Middleborough/Lakeville Line,20.0,22.0,0.9090909090909091
2021-03-22,Needham Line,21.0,21.0,1.0
2021-03-22,Newburyport/Rockport Line,34.0,34.0,1.0
2021-03-22,Orange Line,71476.84,110229.89,0.6484342858366274
2021-03-22,Providence/Stoughton Line,24.0,26.0,0.9230769230769231
2021-03-22,Red Line,237809.90000000002,249785.7,0.9520557021478813
2021-03-22,Silver Line,4987.0,5915.0,0.8431107354184277
2021-03-22,Worcester Line Shuttle,40.0,40.0,1.0
2021-03-23,Blue Line,70259.84,71546.15,0.9820212548124533
2021-03-23,Fairmount Line,38.0,38.0,1.0
2021-03-23,Fitchburg Line,15.0,15.0,1.0
2021-03-23,Framingham/Worcester Line,19.0,20.0,0.95
2021-03-23,Franklin Line,16.0,20.0,0.8
2021-03-23,Green Line,102412.14199999999,119140.327,0.8595925878229291
2021-03-23,Greenbush Line,18.0,18.0,1.0
2021-03-23,Haverhill Line,13.0,13.0,1.0
2021-03-23,Kingston/Plymouth Line,18.0,18.0,1.0
2021-03-23,Lowell Line,15.0,17.0,0.8823529411764706
2021-03-23,Lowell Line Shuttle,15.0,17.0,0.8823529411764706
2021-03-23,Middleborough/Lakeville Line,22.0,22.0,1.0
2021-03-23,Needham Line,18.0,21.0,0.8571428571428571
2021-03-23,Newburyport/Rockport Line,34.0,34.0,1.0
2021-03-23,Orange Line,76030.03,113371.70999999999,0.6706261200435276
2021-03-23,Providence/Stoughton Line,22.0,26.0,0.8461538461538461
2021-03-23,Red Line,236062.0,251094.6,0.9401317272454286
2021-03-23,Silver Line,5547.0,6590.0,0.8417298937784522
2021-03-23,Worcester Line Shuttle,38.0,40.0,0.95
2021-03-24,Blue Line,70198.69,71454.5,0.982425039710585
2021-03-24,Fairmount Line,38.0,38.0,1.0
2021-03-24,Fitchburg Line,15.0,15.0,1.0
2021-03-24,Framingham/Worcester Line,18.0,20.0,0.9
2021-03-24,Franklin Line,19.0,20.0,0.95
2021-03-24,Green Line,104673.063,118491.93299999999,0.883377124078143
2021-03-24,Greenbush Line,18.0,18.0,1.0
2021-03-24,Haverhill Line,13.0,13.0,1.0
2021-03-24,Kingston/Plymouth Line,18.0,18.0,1.0
2021-03-24,Lowell Line,16.0,17.0,0.9411764705882353
2021-03-24,Lowell Line Shuttle,16.0,17.0,0.9411764705882353
2021-03-24,Middleborough/Lakeville Line,21.0,22.0,0.9545454545454546
2021-03-24,Needham Line,20.0,21.0,0.9523809523809523
2021-03-24,Newburyport/Rockport Line,34.0,34.0,1.0
2021-03-24,Orange Line,76786.51000000001,113588.86,0.6760038792536522
2021-03-24,Providence/Stoughton Line,19.0,26.0,0.7307692307692307
2021-03-24,Red Line,236982.9,250366.09999999998,0.946545478800844
2021-03-24,Silver Line,5599.0,6687.0,0.8372962464483326
2021-03-24,Worcester Line Shuttle,36.0,40.0,0.9
2021-03-25,Blue Line,70780.5,71722.47,0.9868664590051067
2021-03-25,Fairmount Line,38.0,38.0,1.0
2021-03-25,Fitchburg Line,15.0,15.0,1.0
2021-03-25,Framingham/Worcester Line,19.0,20.0,0.95
2021-03-25,Franklin Line,19.0,20.0,0.95
2021-03-25,Green Line,104952.576,119749.83499999999,0.8764319048957354
2021-03-25,Greenbush Line,17.0,18.0,0.9444444444444444
2021-03-25,Haverhill Line,11.0,13.0,0.8461538461538461
2021-03-25,Kingston/Plymouth Line,17.0,18.0,0.9444444444444444
2021-03-25,Lowell Line,13.0,17.0,0.7647058823529411
2021-03-25,Lowell Line Shuttle,13.0,17.0,0.7647058823529411
2021-03-25,Middleborough/Lakeville Line,22.0,22.0,1.0
2021-03-25,Needham Line,21.0,21.0,1.0
2021-03-25,Newburyport/Rockport Line,33.0,34.0,0.9705882352941176
2021-03-25,Orange Line,86184.79999999999,113309.73000000001,0.760612526391158
2021-03-25,Providence/Stoughton Line,26.0,26.0,1.0
2021-03-25,Red Line,235090.8,250165.09999999998,0.9397425939909284
2021-03-25,Silver Line,5179.0,6294.0,0.8228471560216079
2021-03-25,Worcester Line Shuttle,38.0,40.0,0.95
2021-03-26,Blue Line,69153.1,71778.74,0.9634203665319285
2021-03-26,Fairmount Line,38.0,38.0,1.0
2021-03-26,Fitchburg Line,14.0,15.0,0.9333333333333333
2021-03-26,Framingham/Worcester Line,17.0,20.0,0.85
2021-03-26,Franklin Line,19.0,20.0,0.95
2021-03-26,Green Line,103914.41,118903.815,0.8739367193558928
2021-03-26,Greenbush Line,15.0,18.0,0.8333333333333334
2021-03-26,Haverhill Line,12.0,13.0,0.9230769230769231
2021-03-26,Kingston/Plymouth Line,15.0,18.0,0.8333333333333334
2021-03-26,Lowell Line,12.0,17.0,0.7058823529411765
2021-03-26,Lowell Line Shuttle,12.0,17.0,0.7058823529411765
2021-03-26,Middleborough/Lakeville Line,17.0,22.0,0.7727272727272727
2021-03-26,Needham Line,21.0,21.0,1.0
2021-03-26,Newburyport/Rockport Line,34.0,34.0,1.0
2021-03-26,Orange Line,88048.45999999999,113132.31,0.7782786367572623
2021-03-26,Providence/Stoughton Line,26.0,26.0,1.0
2021-03-26,Red Line,229481.40000000002,245348.09999999998,0.9353298435977293
2021-03-26,Silver Line,5096.0,6041.0,0.8435689455388181
2021-03-26,Worcester Line Shuttle,34.0,40.0,0.85
2021-03-27,Blue Line,44110.02,44502.52,0.9911802747350038
2021-03-27,Fairmount Line,19.0,20.0,0.95
2021-03-27,Fitchburg Line,1.0,1.0,1.0
2021-03-27,Framingham/Worcester Line,16.0,16.0,1.0
2021-03-27,Green Line,57182.8766,68644.4518,0.833029838545524
2021-03-27,Middleborough/Lakeville Line,17.0,18.0,0.9444444444444444
2021-03-27,Newburyport/Rockport Line,28.0,28.0,1.0
2021-03-27,Orange Line,40418.95,42460.76,0.9519130133327806
2021-03-27,Providence/Stoughton Line,16.0,16.0,1.0
2021-03-27,Red Line,90157.4,95718.12,0.9419052526313721
2021-03-27,Silver Line,4790.0,5512.0,0.8690130624092888
2021-03-27,Worcester Line Shuttle,32.0,32.0,1.0
2021-03-28,Blue Line,32878.82,33698.19,0.9756850442115733
2021-03-28,Fairmount Line,19.0,20.0,0.95
2021-03-28,Framingham/Worcester Line,16.0,16.0,1.0
2021-03-28,Green Line,39685.361600000004,47433.76,0.8366480245293648
2021-03-28,Middleborough/Lakeville Line,18.0,18.0,1.0
2021-03-28,Newburyport/Rockport Line,25.0,28.0,0.8928571428571429
2021-03-28,Orange Line,29436.85,30687.2,0.9592549988268724
2021-03-28,Providence/Stoughton Line,16.0,16.0,1.0
2021-03-28,Red Line,65085.61,68818.61,0.9457559517694414
2021-03-28,Silver Line,3801.0,4528.0,0.8394434628975265
2021-03-28,Worcester Line Shuttle,32.0,32.0,1.0
2021-03-29,Blue Line,70261.88,71704.56999999999,0.9798800829570558
2021-03-29,Fairmount Line,38.0,38.0,1.0
2021-03-29,Fitchburg Line,14.0,14.0,1.0
2021-03-29,Framingham/Worcester Line,18.0,20.0,0.9
2021-03-29,Franklin Line,20.0,20.0,1.0
2021-03-29,Green Line,103501.878,118942.505,0.8701841112224767
2021-03-29,Greenbush Line,17.0,18.0,0.9444444444444444
