service_date,line,otp_numerator,otp_denominator,otp_score
2018-04-27,Green Line,164347.81,204221.33,0.8047534016157862
2018-04-27,Greenbush Line,24.0,24.0,1.0
2018-04-27,Haverhill Line,43.0,44.0,0.9772727272727273
2018-04-27,Kingston/Plymouth Line,24.0,24.0,1.0
2018-04-27,Lowell Line,49.0,50.0,0.98
2018-04-27,Lowell Line Shuttle,49.0,50.0,0.98
2018-04-27,Middleborough/Lakeville Line,24.0,24.0,1.0
2018-04-27,Needham Line,29.0,32.0,0.90625
2018-04-27,Newburyport/Rockport Line,64.0,67.0,0.9552238805970149
2018-04-27,Orange Line,181352.33,188546.78,0.9618426260050689
2018-04-27,Providence/Stoughton Line,65.0,74.0,0.8783783783783784
2018-04-27,Red Line,168909.68,185234.16,0.9118711149174644
2018-04-27,Silver Line,4552.0,6061.0,0.7510311829731068
2018-04-27,Worcester Line Shuttle,90.0,110.0,0.8181818181818182
2018-04-28,Blue Line,41173.98,42060.42,0.9789246041765632
2018-04-28,Fairmount Line,27.0,32.0,0.84375
2018-04-28,Fitchburg Line,13.0,15.0,0.8666666666666667
2018-04-28,Framingham/Worcester Line,15.0,19.0,0.7894736842105263
2018-04-28,Franklin Line,17.0,17.0,1.0
2018-04-28,Green Line,125440.02,159703.53,0.7854555249968489
2018-04-28,Greenbush Line,16.0,16.0,1.0
2018-04-28,Haverhill Line,8.0,13.0,0.6153846153846154
2018-04-28,Kingston/Plymouth Line,16.0,16.0,1.0
2018-04-28,Lowell Line,17.0,17.0,1.0
2018-04-28,Lowell Line Shuttle,17.0,17.0,1.0
2018-04-28,Middleborough/Lakeville Line,16.0,16.0,1.0
2018-04-28,Needham Line,17.0,18.0,0.9444444444444444
2018-04-28,Newburyport/Rockport Line,25.0,28.0,0.8928571428571429
2018-04-28,Orange Line,89351.74,93643.98,0.9541642719585393
2018-04-28,Providence/Stoughton Line,11.0,18.0,0.6111111111111112
2018-04-28,Red Line,26329.1,31470.27,0.8366340676454317
2018-04-28,Silver Line,5141.0,6774.0,0.7589312075583112
2018-04-28,Worcester Line Shuttle,30.0,38.0,0.7894736842105263
2018-04-29,Blue Line,29496.53,30747.2,0.9593241010563562
2018-04-29,Fairmount Line,30.0,32.0,0.9375
2018-04-29,Fitchburg Line,14.0,14.0,1.0
2018-04-29,Framingham/Worcester Line,17.0,18.0,0.9444444444444444
2018-04-29,Franklin Line,14.0,14.0,1.0
2018-04-29,Green Line,90297.56999999999,113913.79000000001,0.792683396803846
2018-04-29,Greenbush Line,15.0,16.0,0.9375
2018-04-29,Haverhill Line,11.0,12.0,0.9166666666666666
2018-04-29,Kingston/Plymouth Line,16.0,16.0,1.0
2018-04-29,Lowell Line,16.0,16.0,1.0
2018-04-29,Lowell Line Shuttle,16.0,16.0,1.0
2018-04-29,Middleborough/Lakeville Line,16.0,16.0,1.0
2018-04-29,Newburyport/Rockport Line,25.0,26.0,0.9615384615384616
2018-04-29,Orange Line,63793.88,65359.13,0.9760515478097704
2018-04-29,Providence/Stoughton Line,8.0,14.0,0.5714285714285714
2018-04-29,Red Line,21678.14,24284.2,0.8926849556501758
2018-04-29,Silver Line,5686.0,7132.0,0.7972518227706114
2018-04-29,Worcester Line Shuttle,34.0,36.0,0.9444444444444444
2018-04-30,Blue Line,54673.869999999995,57337.78,0.9535400568351268
2018-04-30,Fairmount Line,36.0,37.0,0.972972972972973
2018-04-30,Fitchburg Line,34.0,37.0,0.918918918918919
2018-04-30,Framingham/Worcester Line,45.0,54.0,0.8333333333333334
2018-04-30,Franklin Line,28.0,42.0,0.6666666666666666
2018-04-30,Green Line,161856.541,201094.72,0.8048771295437295
2018-04-30,Greenbush Line,24.0,24.0,1.0
2018-04-30,Haverhill Line,39.0,43.0,0.9069767441860465
2018-04-30,Kingston/Plymouth Line,23.0,24.0,0.9583333333333334
2018-04-30,Lowell Line,46.0,49.0,0.9387755102040817
2018-04-30,Lowell Line Shuttle,46.0,49.0,0.9387755102040817
2018-04-30,Middleborough/Lakeville Line,24.0,24.0,1.0
2018-04-30,Needham Line,25.0,32.0,0.78125
2018-04-30,Newburyport/Rockport Line,64.0,65.0,0.9846153846153847
2018-04-30,Orange Line,173490.35,186704.33,0.9292251015281757
2018-04-30,Providence/Stoughton Line,58.0,72.0,0.8055555555555556
2018-04-30,Red Line,169519.49,187993.89,0.9017287210770519
2018-04-30,Silver Line,6096.0,7676.0,0.7941636268890047
2018-04-30,Worcester Line Shuttle,90.0,108.0,0.8333333333333334
2018-05-01,Blue Line,54834.490000000005,57402.6,0.9552614341510665
2018-05-01,Fairmount Line,37.0,37.0,1.0
2018-05-01,Fitchburg Line,36.0,38.0,0.9473684210526315
2018-05-01,Framingham/Worcester Line,44.0,55.0,0.8
2018-05-01,Franklin Line,36.0,41.0,0.8780487804878049
2018-05-01,Green Line,161209.72,201551.05000000002,0.7998455974305269
2018-05-01,Greenbush Line,23.0,24.0,0.9583333333333334
2018-05-01,Haverhill Line,33.0,44.0,0.75
2018-05-01,Kingston/Plymouth Line,22.0,24.0,0.9166666666666666
2018-05-01,Lowell Line,45.0,50.0,0.9
2018-05-01,Lowell Line Shuttle,45.0,50.0,0.9
2018-05-01,Middleborough/Lakeville Line,19.0,24.0,0.7916666666666666
2018-05-01,Needham Line,21.0,32.0,0.65625
2018-05-01,Newburyport/Rockport Line,64.0,67.0,0.9552238805970149
2018-05-01,Orange Line,174851.56,185393.97999999998,0.9431350467798362
2018-05-01,Providence/Stoughton Line,68.0,72.0,0.9444444444444444
2018-05-01,Red Line,173127.77000000002,188086.61,0.92046834168578
2018-05-01,Silver Line,6682.0,8621.0,0.775084096972509
2018-05-01,Worcester Line Shuttle,88.0,110.0,0.8
2018-05-02,Blue Line,52682.97,56680.89,0.9294661745784162
2018-05-02,Fairmount Line,35.0,37.0,0.9459459459459459
2018-05-02,Fitchburg Line,29.0,38.0,0.7631578947368421
2018-05-02,Framingham/Worcester Line,51.0,55.0,0.9272727272727272
2018-05-02,Franklin Line,32.0,41.0,0.7804878048780488
2018-05-02,Green Line,155939.13,203524.27,0.7661942725553076
2018-05-02,Greenbush Line,24.0,24.0,1.0
2018-05-02,Haverhill Line,40.0,44.0,0.9090909090909091
2018-05-02,Kingston/Plymouth Line,22.0,24.0,0.9166666666666666
2018-05-02,Lowell Line,38.0,50.0,0.76
2018-05-02,Lowell Line Shuttle,38.0,50.0,0.76
2018-05-02,Middleborough/Lakeville Line,24.0,24.0,1.0
2018-05-02,Needham Line,30.0,32.0,0.9375
2018-05-02,Newburyport/Rockport Line,63.0,67.0,0.9402985074626866
2018-05-02,Orange Line,179532.95,188433.61,0.9527650083230906
2018-05-02,Providence/Stoughton Line,66.0,72.0,0.9166666666666666
2018-05-02,Red Line,156981.71,172913.11,0.9078647073087749
2018-05-02,Silver Line,5621.0,7197.0,0.7810198693900237
2018-05-02,Worcester Line Shuttle,102.0,110.0,0.9272727272727272
2018-05-03,Blue Line,54950.61,57462.64,0.9562841178198566
2018-05-03,Fairmount Line,35.0,37.0,0.9459459459459459
2018-05-03,Fitchburg Line,27.0,38.0,0.7105263157894737
2018-05-03,Framingham/Worcester Line,51.0,55.0,0.9272727272727272
2018-05-03,Franklin Line,23.0,41.0,0.5609756097560976
2018-05-03,Green Line,147936.115,197015.88,0.7508842180640464
2018-05-03,Greenbush Line,19.0,24.0,0.7916666666666666
2018-05-03,Haverhill Line,43.0,44.0,0.9772727272727273
2018-05-03,Kingston/Plymouth Line,19.0,24.0,0.7916666666666666
2018-05-03,Lowell Line,48.0,50.0,0.96
2018-05-03,Lowell Line Shuttle,48.0,50.0,0.96
2018-05-03,Middleborough/Lakeville Line,21.0,24.0,0.875
2018-05-03,Needham Line,30.0,32.0,0.9375
2018-05-03,Newburyport/Rockport Line,63.0,67.0,0.9402985074626866
2018-05-03,Orange Line,179500.26,187964.89,0.9549669621810754
2018-05-03,Providence/Stoughton Line,59.0,74.0,0.7972972972972973
2018-05-03,Red Line,157392.8,182862.55,0.8607164233463878
2018-05-03,Silver Line,5106.0,6688.0,0.7634569377990431
2018-05-03,Worcester Line Shuttle,102.0,110.0,0.9272727272727272
2018-05-04,Blue Line,53045.9,56395.56,0.9406041894078186
2018-05-04,Fairmount Line,37.0,37.0,1.0
2018-05-04,Fitchburg Line,28.0,38.0,0.7368421052631579
2018-05-04,Framingham/Worcester Line,46.0,55.0,0.8363636363636363
2018-05-04,Franklin Line,23.0,41.0,0.5609756097560976
2018-05-04,Green Line,159790.51,203629.79,0.7847108716263961
2018-05-04,Greenbush Line,24.0,24.0,1.0
2018-05-04,Haverhill Line,43.0,44.0,0.9772727272727273
2018-05-04,Kingston/Plymouth Line,23.0,24.0,0.9583333333333334
2018-05-04,Lowell Line,39.0,50.0,0.78
2018-05-04,Lowell Line Shuttle,39.0,50.0,0.78
2018-05-04,Middleborough/Lakeville Line,21.0,24.0,0.875
2018-05-04,Needham Line,28.0,32.0,0.875
2018-05-04,Newburyport/Rockport Line,62.0,67.0,0.9253731343283582
2018-05-04,Orange Line,170303.39,186453.24,0.913383913307165
2018-05-04,Providence/Stoughton Line,62.0,74.0,0.8378378378378378
2018-05-04,Red Line,170951.9,185512.18,0.9215130780092176
2018-05-04,Silver Line,5455.0,7383.0,0.7388595421915211
2018-05-04,Worcester Line Shuttle,92.0,110.0,0.8363636363636363
2018-05-05,Blue Line,40038.55,41843.79,0.9568576364617067
2018-05-05,Fairmount Line,24.0,32.0,0.75
2018-05-05,Fitchburg Line,12.0,15.0,0.8
2018-05-05,Framingham/Worcester Line,19.0,19.0,1.0
2018-05-05,Franklin Line,16.0,17.0,0.9411764705882353
2018-05-05,Green Line,120967.20999999999,148856.29,0.8126442624628089
2018-05-05,Greenbush Line,16.0,16.0,1.0
2018-05-05,Haverhill Line,13.0,13.0,1.0
2018-05-05,Kingston/Plymouth Line,15.0,16.0,0.9375
2018-05-05,Lowell Line,16.0,17.0,0.9411764705882353
2018-05-05,Lowell Line Shuttle,16.0,17.0,0.9411764705882353
2018-05-05,Middleborough/Lakeville Line,12.0,16.0,0.75
2018-05-05,Needham Line,17.0,18.0,0.9444444444444444
2018-05-05,Newburyport/Rockport Line,28.0,28.0,1.0
2018-05-05,Orange Line,82699.63,87368.3,0.9465633416239071
2018-05-05,Providence/Stoughton Line,13.0,18.0,0.7222222222222222
2018-05-05,Red Line,94980.48,105448.9,0.900725185374148
2018-05-05,Silver Line,4608.0,6264.0,0.735632183908046
2018-05-05,Worcester Line Shuttle,38.0,38.0,1.0
2018-05-06,Blue Line,31183.31,31715.55,0.9832183266567978
2018-05-06,Fairmount Line,32.0,32.0,1.0
2018-05-06,Fitchburg Line,11.0,14.0,0.7857142857142857
2018-05-06,Framingham/Worcester Line,12.0,18.0,0.6666666666666666
2018-05-06,Franklin Line,14.0,14.0,1.0
2018-05-06,Green Line,88084.71,108254.78,0.8136796361324646
2018-05-06,Greenbush Line,16.0,16.0,1.0
2018-05-06,Haverhill Line,12.0,12.0,1.0
2018-05-06,Kingston/Plymouth Line,16.0,16.0,1.0
2018-05-06,Lowell Line,15.0,16.0,0.9375
2018-05-06,Lowell Line Shuttle,15.0,16.0,0.9375
2018-05-06,Middleborough/Lakeville Line,16.0,16.0,1.0
2018-05-06,Newburyport/Rockport Line,24.0,26.0,0.9230769230769231
2018-05-06,Orange Line,63851.01,64792.11,0.9854750833087548
2018-05-06,Providence/Stoughton Line,11.0,14.0,0.7857142857142857
2018-05-06,Red Line,70075.8,76503.66,0.9159797060689645
2018-05-06,Silver Line,5171.0,6916.0,0.7476865240023135
2018-05-06,Worcester Line Shuttle,24.0,36.0,0.6666666666666666
2018-05-07,Blue Line,55091.26,57404.72,0.9596991327542405
2018-05-07,Fairmount Line,37.0,37.0,1.0
2018-05-07,Fitchburg Line,29.0,37.0,0.7837837837837838
2018-05-07,Framingham/Worcester Line,53.0,54.0,0.9814814814814815
2018-05-07,Franklin Line,40.0,42.0,0.9523809523809523
2018-05-07,Green Line,162830.33000000002,201852.72,0.806678899348
2018-05-07,Greenbush Line,24.0,24.0,1.0
2018-05-07,Haverhill Line,40.0,43.0,0.9302325581395349
2018-05-07,Kingston/Plymouth Line,23.0,24.0,0.9583333333333334
2018-05-07,Lowell Line,46.0,49.0,0.9387755102040817
2018-05-07,Lowell Line Shuttle,46.0,49.0,0.9387755102040817
2018-05-07,Middleborough/Lakeville Line,23.0,24.0,0.9583333333333334
2018-05-07,Needham Line,30.0,32.0,0.9375
2018-05-07,Newburyport/Rockport Line,56.0,65.0,0.8615384615384616
2018-05-07,Orange Line,177403.35,187921.90999999997,0.9440269631146258
2018-05-07,Providence/Stoughton Line,68.0,72.0,0.9444444444444444
2018-05-07,Red Line,174167.25,189815.97999999998,0.9175584163145801
2018-05-07,Silver Line,5792.0,7368.0,0.7861020629750272
2018-05-07,Worcester Line Shuttle,106.0,108.0,0.9814814814814815
2018-05-08,Blue Line,55818.81,57507.93,0.9706280507749104
2018-05-08,Fairmount Line,36.0,37.0,0.972972972972973
2018-05-08,Fitchburg Line,32.0,38.0,0.8421052631578947
2018-05-08,Framingham/Worcester Line,53.0,55.0,0.9636363636363636
2018-05-08,Franklin Line,33.0,41.0,0.8048780487804879
2018-05-08,Green Line,165930.84,202559.04,0.8191727211977308
2018-05-08,Greenbush Line,23.0,24.0,0.9583333333333334
2018-05-08,Haverhill Line,41.0,44.0,0.9318181818181818
2018-05-08,Kingston/Plymouth Line,23.0,24.0,0.9583333333333334
2018-05-08,Lowell Line,42.0,50.0,0.84
2018-05-08,Lowell Line Shuttle,42.0,50.0,0.84
2018-05-08,Middleborough/Lakeville Line,23.0,24.0,0.9583333333333334
2018-05-08,Needham Line,25.0,32.0,0.78125
2018-05-08,Newburyport/Rockport Line,61.0,67.0,0.9104477611940298
2018-05-08,Orange Line,181756.05,189619.15000000002,0.9585321419276479
2018-05-08,Providence/Stoughton Line,68.0,72.0,0.9444444444444444
2018-05-08,Red Line,167596.74,185276.46,0.9045765446943449
2018-05-08,Silver Line,6173.0,7875.0,0.7838730158730158
2018-05-08,Worcester Line Shuttle,106.0,110.0,0.9636363636363636
2018-05-09,Blue Line,54855.12,57227.100000000006,0.9585514555167044
2018-05-09,Fairmount Line,37.0,37.0,1.0
2018-05-09,Fitchburg Line,35.0,38.0,0.9210526315789473
2018-05-09,Framingham/Worcester Line,52.0,55.0,0.9454545454545454
2018-05-09,Franklin Line,35.0,41.0,0.8536585365853658
2018-05-09,Green Line,165454.54,205824.08,0.8038638627705759
2018-05-09,Greenbush Line,24.0,24.0,1.0
2018-05-09,Haverhill Line,42.0,44.0,0.9545454545454546
2018-05-09,Kingston/Plymouth Line,24.0,24.0,1.0
2018-05-09,Lowell Line,48.0,50.0,0.96
2018-05-09,Lowell Line Shuttle,48.0,50.0,0.96
2018-05-09,Middleborough/Lakeville Line,24.0,24.0,1.0
2018-05-09,Needham Line,29.0,32.0,0.90625
2018-05-09,Newburyport/Rockport Line,66.0,67.0,0.9850746268656716
2018-05-09,Orange Line,182599.3,188806.09,0.96712611335789
2018-05-09,Providence/Stoughton Line,68.0,70.0,0.9714285714285714
2018-05-09,Red Line,170707.89,187175.13,0.9120222862941247
2018-05-09,Silver Line,5527.0,7175.0,0.7703135888501742
2018-05-09,Worcester Line Shuttle,104.0,110.0,0.9454545454545454
2018-05-10,Blue Line,54593.94,57453.22,0.9502329025248716
2018-05-10,Fairmount Line,37.0,37.0,1.0
2018-05-10,Fitchburg Line,37.0,38.0,0.9736842105263158
2018-05-10,Framingham/Worcester Line,42.0,55.0,0.7636363636363637
2018-05-10,Franklin Line,35.0,41.0,0.8536585365853658
2018-05-10,Green Line,159257.81,201197.64,0.7915490957050987
2018-05-10,Greenbush Line,24.0,24.0,1.0
2018-05-10,Haverhill Line,43.0,44.0,0.9772727272727273
2018-05-10,Kingston/Plymouth Line,21.0,24.0,0.875
2018-05-10,Lowell Line,45.0,50.0,0.9
2018-05-10,Lowell Line Shuttle,45.0,50.0,0.9
2018-05-10,Middleborough/Lakeville Line,21.0,24.0,0.875
2018-05-10,Needham Line,30.0,32.0,0.9375
2018-05-10,Newburyport/Rockport Line,65.0,67.0,0.9701492537313433
2018-05-10,Orange Line,180259.12,190128.36,0.9480916997338009
2018-05-10,Providence/Stoughton Line,68.0,74.0,0.918918918918919
2018-05-10,Red Line,168104.69,184805.88,0.9096284706958458
2018-05-10,Silver Line,5416.0,6987.0,0.7751538571633033
2018-05-10,Worcester Line Shuttle,84.0,110.0,0.7636363636363637
2018-05-11,Blue Line,53670.78,56605.54,0.9481541912682044
2018-05-11,Fairmount Line,37.0,37.0,1.0
2018-05-11,Fitchburg Line,38.0,38.0,1.0
2018-05-11,Framingham/Worcester Line,52.0,55.0,0.9454545454545454
2018-05-11,Franklin Line,33.0,41.0,0.8048780487804879
2018-05-11,Green Line,156965.03,200469.32,0.7829877908499914
2018-05-11,Greenbush Line,17.0,24.0,0.7083333333333334
2018-05-11,Haverhill Line,44.0,44.0,1.0
2018-05-11,Kingston/Plymouth Line,18.0,24.0,0.75
2018-05-11,Lowell Line,45.0,50.0,0.9
2018-05-11,Lowell Line Shuttle,45.0,50.0,0.9
2018-05-11,Middleborough/Lakeville Line,15.0,24.0,0.625
2018-05-11,Needham Line,31.0,32.0,0.96875
2018-05-11,Newburyport/Rockport Line,64.0,67.0,0.9552238805970149
2018-05-11,Orange Line,178724.33000000002,187631.49,0.952528437524
2018-05-11,Providence/Stoughton Line,65.0,74.0,0.8783783783783784
2018-05-11,Red Line,172926.4,187181.49,0.923843484737727
2018-05-11,Silver Line,5551.0,7171.0,0.7740900850648446
2018-05-11,Worcester Line Shuttle,104.0,110.0,0.9454545454545454
2018-05-12,Blue Line,41312.04,42199.23,0.9789761566739488
2018-05-12,Fairmount Line,32.0,32.0,1.0
2018-05-12,Fitchburg Line,15.0,15.0,1.0
2018-05-12,Framingham/Worcester Line,18.0,19.0,0.9473684210526315
2018-05-12,Franklin Line,17.0,17.0,1.0
2018-05-12,Green Line,122527.01,154054.51,0.7953484127144346
2018-05-12,Greenbush Line,13.0,16.0,0.8125
2018-05-12,Haverhill Line,12.0,13.0,0.9230769230769231
2018-05-12,Kingston/Plymouth Line,15.0,16.0,0.9375
2018-05-12,Lowell Line,1.0,1.0,1.0
2018-05-12,Lowell Line Shuttle,1.0,1.0,1.0
2018-05-12,Middleborough/Lakeville Line,16.0,16.0,1.0
2018-05-12,Needham Line,18.0,18.0,1.0
2018-05-12,Newburyport/Rockport Line,27.0,28.0,0.9642857142857143
2018-05-12,Orange Line,90780.28,94309.45,0.9625788295870669
2018-05-12,Providence/Stoughton Line,15.0,18.0,0.8333333333333334
2018-05-12,Red Line,7914.556,9448.934,0.8376136398031778
2018-05-12,Silver Line,5002.0,6698.0,0.7467900865930128
2018-05-12,Worcester Line Shuttle,36.0,38.0,0.9473684210526315
2018-05-13,Blue Line,31219.53,31653.7,0.9862837519784416
2018-05-13,Fairmount Line,31.0,32.0,0.96875
2018-05-13,Fitchburg Line,13.0,14.0,0.9285714285714286
2018-05-13,Framingham/Worcester Line,18.0,18.0,1.0
2018-05-13,Franklin Line,14.0,14.0,1.0
2018-05-13,Green Line,90900.48999999999,109404.16,0.8308686799478191
2018-05-13,Greenbush Line,15.0,16.0,0.9375
2018-05-13,Haverhill Line,12.0,12.0,1.0
2018-05-13,Kingston/Plymouth Line,15.0,16.0,0.9375
2018-05-13,Middleborough/Lakeville Line,16.0,16.0,1.0
2018-05-13,Newburyport/Rockport Line,26.0,26.0,1.0
2018-05-13,Orange Line,63047.04,64040.43,0.9844880804204469
2018-05-13,Providence/Stoughton Line,10.0,14.0,0.7142857142857143
2018-05-13,Red Line,6216.924,6987.523,0.8897178585315568
2018-05-13,Silver Line,5337.0,6869.0,0.7769689911195224
2018-05-13,Worcester Line Shuttle,36.0,36.0,1.0
2018-05-14,Blue Line,54322.09,57401.85,0.9463473738215754
2018-05-14,Fairmount Line,37.0,37.0,1.0
2018-05-14,Fitchburg Line,29.0,37.0,0.7837837837837838
2018-05-14,Framingham/Worcester Line,43.0,54.0,0.7962962962962963
2018-05-14,Franklin Line,31.0,42.0,0.7380952380952381
2018-05-14,Green Line,151496.56,194027.88,0.7807978935810668
2018-05-14,Greenbush Line,23.0,24.0,0.9583333333333334
2018-05-14,Haverhill Line,39.0,43.0,0.9069767441860465
2018-05-14,Kingston/Plymouth Line,21.0,24.0,0.875
2018-05-14,Lowell Line,38.0,49.0,0.7755102040816326
2018-05-14,Lowell Line Shuttle,38.0,49.0,0.7755102040816326
2018-05-14,Middleborough/Lakeville Line,21.0,24.0,0.875
2018-05-14,Needham Line,32.0,32.0,1.0
2018-05-14,Newburyport/Rockport Line,60.0,65.0,0.9230769230769231
2018-05-14,Orange Line,178781.22,187764.46,0.9521568671728399
2018-05-14,Providence/Stoughton Line,61.0,72.0,0.8472222222222222
2018-05-14,Red Line,157982.12,173949.09999999998,0.9082088955907217
2018-05-14,Silver Line,5611.0,7062.0,0.7945341263098272
2018-05-14,Worcester Line Shuttle,86.0,108.0,0.7962962962962963
2018-05-15,Blue Line,54003.259999999995,56370.54000000001,0.9580050146761054
2018-05-15,Fairmount Line,37.0,37.0,1.0
2018-05-15,Fitchburg Line,30.0,38.0,0.7894736842105263
2018-05-15,Framingham/Worcester Line,46.0,55.0,0.8363636363636363
2018-05-15,Franklin Line,25.0,41.0,0.6097560975609756
2018-05-15,Green Line,148647.046,193119.66,0.7697147250569931
2018-05-15,Greenbush Line,24.0,24.0,1.0
2018-05-15,Haverhill Line,33.0,44.0,0.75
2018-05-15,Kingston/Plymouth Line,24.0,24.0,1.0
2018-05-15,Lowell Line,35.0,50.0,0.7
2018-05-15,Lowell Line Shuttle,35.0,50.0,0.7
2018-05-15,Middleborough/Lakeville Line,22.0,24.0,0.9166666666666666
2018-05-15,Needham Line,21.0,32.0,0.65625
2018-05-15,Newburyport/Rockport Line,46.0,67.0,0.6865671641791045
2018-05-15,Orange Line,174372.13,183870.6,0.948341551069067
2018-05-15,Providence/Stoughton Line,61.0,72.0,0.8472222222222222
2018-05-15,Red Line,158777.40000000002,177308.94,0.895484457805681
2018-05-15,Silver Line,6306.0,8131.0,0.7755503628090026
2018-05-15,Worcester Line Shuttle,92.0,110.0,0.8363636363636363
2018-05-16,Blue Line,54363.91,56833.61,0.9565450795752725
2018-05-16,Fairmount Line,37.0,37.0,1.0
2018-05-16,Fitchburg Line,36.0,38.0,0.9473684210526315
2018-05-16,Framingham/Worcester Line,50.0,55.0,0.9090909090909091
2018-05-16,Franklin Line,33.0,41.0,0.8048780487804879
2018-05-16,Green Line,135407.56100000002,178632.39,0.7580235644834624
2018-05-16,Greenbush Line,22.0,24.0,0.9166666666666666
2018-05-16,Haverhill Line,44.0,44.0,1.0
2018-05-16,Kingston/Plymouth Line,20.0,24.0,0.8333333333333334
2018-05-16,Lowell Line,48.0,50.0,0.96
2018-05-16,Lowell Line Shuttle,48.0,50.0,0.96
2018-05-16,Middleborough/Lakeville Line,21.0,24.0,0.875
2018-05-16,Needham Line,31.0,32.0,0.96875
2018-05-16,Newburyport/Rockport Line,62.0,67.0,0.9253731343283582
2018-05-16,Orange Line,176460.62,185505.46,0.9512421898525251
2018-05-16,Providence/Stoughton Line,53.0,72.0,0.7361111111111112
2018-05-16,Red Line,162067.44,178961.33000000002,0.9056003327646257
2018-05-16,Silver Line,5932.0,7439.0,0.7974190079311736
2018-05-16,Worcester Line Shuttle,100.0,110.0,0.9090909090909091
2018-05-17,Blue Line,54486.75,56880.560000000005,0.9579151471082562
2018-05-17,Fairmount Line,35.0,37.0,0.9459459459459459
2018-05-17,Fitchburg Line,35.0,38.0,0.9210526315789473
2018-05-17,Framingham/Worcester Line,50.0,55.0,0.9090909090909091
2018-05-17,Franklin Line,30.0,41.0,0.7317073170731707
2018-05-17,Green Line,139161.301,188529.28,0.7381415820396705
2018-05-17,Greenbush Line,23.0,24.0,0.9583333333333334
2018-05-17,Haverhill Line,43.0,44.0,0.9772727272727273
2018-05-17,Kingston/Plymouth Line,24.0,24.0,1.0
2018-05-17,Lowell Line,37.0,50.0,0.74
2018-05-17,Lowell Line Shuttle,37.0,50.0,0.74
2018-05-17,Middleborough/Lakeville Line,22.0,24.0,0.9166666666666666
2018-05-17,Needham Line,22.0,32.0,0.6875
2018-05-17,Newburyport/Rockport Line,66.0,67.0,0.9850746268656716
2018-05-17,Orange Line,171362.19,184668.81,0.9279433273003709
2018-05-17,Providence/Stoughton Line,65.0,74.0,0.8783783783783784
2018-05-17,Red Line,169010.59,181459.28999999998,0.9313967336695741
2018-05-17,Silver Line,5553.0,7204.0,0.7708217656857301
2018-05-17,Worcester Line Shuttle,100.0,110.0,0.9090909090909091
2018-05-18,Blue Line,52546.490000000005,55873.259999999995,0.9404586379960649
2018-05-18,Fairmount Line,35.0,37.0,0.9459459459459459
2018-05-18,Fitchburg Line,33.0,38.0,0.868421052631579
2018-05-18,Framingham/Worcester Line,51.0,55.0,0.9272727272727272
2018-05-18,Franklin Line,33.0,41.0,0.8048780487804879
2018-05-18,Green Line,142014.15,187935.86,0.7556522209226063
2018-05-18,Greenbush Line,22.0,24.0,0.9166666666666666
2018-05-18,Haverhill Line,36.0,44.0,0.8181818181818182
2018-05-18,Kingston/Plymouth Line,24.0,24.0,1.0
2018-05-18,Lowell Line,44.0,50.0,0.88
2018-05-18,Lowell Line Shuttle,44.0,50.0,0.88
2018-05-18,Middleborough/Lakeville Line,23.0,24.0,0.9583333333333334
2018-05-18,Needham Line,30.0,32.0,0.9375
2018-05-18,Newburyport/Rockport Line,64.0,67.0,0.9552238805970149
2018-05-18,Orange Line,179487.14,187882.02000000002,0.9553183428621855
2018-05-18,Providence/Stoughton Line,66.0,74.0,0.8918918918918919
2018-05-18,Red Line,169893.15999999997,193559.72999999998,0.877729887306621
2018-05-18,Silver Line,5025.0,6741.0,0.7454383622607922
2018-05-18,Worcester Line Shuttle,102.0,110.0,0.9272727272727272
2018-05-19,Blue Line,40548.27,42202.64,0.9607993717928546
2018-05-19,Fairmount Line,32.0,32.0,1.0
2018-05-19,Fitchburg Line,15.0,15.0,1.0
2018-05-19,Framingham/Worcester Line,14.0,19.0,0.7368421052631579
2018-05-19,Franklin Line,17.0,17.0,1.0
2018-05-19,Green Line,112397.41,145555.14,0.7721981511611338
2018-05-19,Greenbush Line,14.0,16.0,0.875
2018-05-19,Haverhill Line,13.0,13.0,1.0
2018-05-19,Kingston/Plymouth Line,14.0,16.0,0.875
2018-05-19,Lowell Line,1.0,1.0,1.0
2018-05-19,Lowell Line Shuttle,1.0,1.0,1.0
2018-05-19,Middleborough/Lakeville Line,14.0,16.0,0.875
2018-05-19,Needham Line,18.0,18.0,1.0
2018-05-19,Newburyport/Rockport Line,28.0,28.0,1.0
2018-05-19,Orange Line,89828.9,92787.3,0.968116326264478
2018-05-19,Providence/Stoughton Line,12.0,18.0,0.6666666666666666
2018-05-19,Red Line,74147.81,81644.12,0.9081831000199402
2018-05-19,Silver Line,4828.0,6353.0,0.7599559263340154
2018-05-19,Worcester Line Shuttle,28.0,38.0,0.7368421052631579
2018-05-20,Blue Line,30646.19,31707.74,0.9665207927149648
2018-05-20,Fairmount Line,32.0,32.0,1.0
2018-05-20,Fitchburg Line,13.0,14.0,0.9285714285714286
2018-05-20,Framingham/Worcester Line,17.0,18.0,0.9444444444444444
2018-05-20,Franklin Line,14.0,14.0,1.0
2018-05-20,Green Line,84388.29,105639.1,0.7988357530497703
2018-05-20,Greenbush Line,16.0,16.0,1.0
2018-05-20,Haverhill Line,11.0,12.0,0.9166666666666666
2018-05-20,Kingston/Plymouth Line,15.0,16.0,0.9375
2018-05-20,Middleborough/Lakeville Line,16.0,16.0,1.0
