service_date,route_or_line,gated_entries
2022-06-08,Green Line,47896.71
2022-06-08,Orange Line,85439.01
2022-06-08,Red Line,103120.98
2022-06-08,Silver Line,6239.5
2022-06-09,Blue Line,30616.9
2022-06-09,Green Line,41814.06
2022-06-09,Orange Line,79393.01
2022-06-09,Red Line,97016.03
2022-06-09,Silver Line,6127.0
2022-06-10,Blue Line,34428.3
2022-06-10,Green Line,48848.43
2022-06-10,Orange Line,85640.16
2022-06-10,Red Line,98721.01
2022-06-10,Silver Line,5382.1
2022-06-11,Blue Line,26668.7
2022-06-11,Green Line,37349.48
2022-06-11,Orange Line,54363.67
2022-06-11,Red Line,52185.95
2022-06-11,Silver Line,3243.2
2022-06-12,Blue Line,20907.4
2022-06-12,Green Line,28699.22
2022-06-12,Orange Line,40031.840000000004
2022-06-12,Red Line,41256.64
2022-06-12,Silver Line,2830.9
2022-06-13,Blue Line,30017.0
2022-06-13,Green Line,39348.98
2022-06-13,Orange Line,76592.12
2022-06-13,Red Line,89587.0
2022-06-13,Silver Line,5557.9
2022-06-14,Blue Line,34386.9
2022-06-14,Green Line,48279.44
2022-06-14,Orange Line,85036.08
2022-06-14,Red Line,103333.88
2022-06-14,Silver Line,6394.7
2022-06-15,Blue Line,34638.6
2022-06-15,Green Line,49091.95
2022-06-15,Orange Line,87446.38
2022-06-15,Red Line,105913.67
2022-06-15,Silver Line,6486.4
2022-06-16,Blue Line,35087.3
2022-06-16,Green Line,53056.79
2022-06-16,Orange Line,90783.63
2022-06-16,Red Line,108972.38
2022-06-16,Silver Line,6572.9
2022-06-17,Blue Line,33898.1
2022-06-17,Green Line,50056.14
2022-06-17,Orange Line,80402.31
2022-06-17,Red Line,95384.35
2022-06-17,Silver Line,5343.1
2022-06-18,Blue Line,26275.3
2022-06-18,Green Line,47533.97
2022-06-18,Orange Line,57574.02
2022-06-18,Red Line,64807.41
2022-06-18,Silver Line,3503.3
2022-06-19,Blue Line,18460.1
2022-06-19,Green Line,32929.28
2022-06-19,Orange Line,40057.32
2022-06-19,Red Line,45010.7
2022-06-19,Silver Line,2777.6
2022-06-20,Blue Line,27467.8
2022-06-20,Green Line,41181.27
2022-06-20,Orange Line,56313.17
2022-06-20,Red Line,71392.26
2022-06-20,Silver Line,3989.5
2022-06-21,Blue Line,33345.4
2022-06-21,Green Line,49725.81
2022-06-21,Orange Line,81467.25
2022-06-21,Red Line,103608.24
2022-06-21,Silver Line,6134.3
2022-06-22,Blue Line,32456.8
2022-06-22,Green Line,51813.82
2022-06-22,Orange Line,84501.51
2022-06-22,Red Line,106004.97
2022-06-22,Silver Line,6424.9
2022-06-23,Blue Line,31473.2
2022-06-23,Green Line,44078.39
2022-06-23,Orange Line,77463.06
2022-06-23,Red Line,102839.35
2022-06-23,Silver Line,6251.0
2022-06-24,Blue Line,32050.3
2022-06-24,Green Line,35029.55
2022-06-24,Orange Line,45205.8
2022-06-24,Red Line,94537.65
2022-06-24,Silver Line,5322.7
2022-06-25,Blue Line,25874.2
2022-06-25,Green Line,28863.37
2022-06-25,Orange Line,27588.67
2022-06-25,Red Line,57325.86
2022-06-25,Silver Line,3398.9
2022-06-26,Blue Line,19855.3
2022-06-26,Green Line,25061.48
2022-06-26,Orange Line,19923.75
2022-06-26,Red Line,44544.77
2022-06-26,Silver Line,3121.7
2022-06-27,Blue Line,26592.4
2022-06-27,Green Line,35357.04
2022-06-27,Orange Line,60783.49
2022-06-27,Red Line,80933.17
2022-06-27,Silver Line,5517.9
2022-06-28,Blue Line,33022.2
2022-06-28,Green Line,44340.87
2022-06-28,Orange Line,75950.06
2022-06-28,Red Line,101667.97
2022-06-28,Silver Line,6415.9
2022-06-29,Blue Line,32711.1
2022-06-29,Green Line,44556.57
2022-06-29,Orange Line,75214.23
2022-06-29,Red Line,100490.8
2022-06-29,Silver Line,6244.3
2022-06-30,Blue Line,33678.7
2022-06-30,Green Line,44051.94
2022-06-30,Orange Line,71751.91
2022-06-30,Red Line,99479.65
2022-06-30,Silver Line,5894.8
2022-07-01,Blue Line,31653.3
2022-07-01,Green Line,43460.14667056
2022-07-01,Mattapan Line,3116.16
2022-07-01,Orange Line,64383.41
2022-07-01,Red Line,82609.71
2022-07-01,Silver Line,4536.1
2022-07-02,Blue Line,22664.4
2022-07-02,Green Line,36204.77667017
2022-07-02,Mattapan Line,1733.7599999999998
2022-07-02,Orange Line,43702.73
2022-07-02,Red Line,53757.96
2022-07-02,Silver Line,2884.3
2022-07-03,Blue Line,19999.1
2022-07-03,Green Line,32005.09000296
2022-07-03,Mattapan Line,1441.1519999999998
2022-07-03,Orange Line,37885.23
2022-07-03,Red Line,49041.68
2022-07-03,Silver Line,2848.9
2022-07-04,Blue Line,20223.0
2022-07-04,Green Line,35849.24000273
2022-07-04,Mattapan Line,1407.744
2022-07-04,Orange Line,37348.08
2022-07-04,Red Line,51931.68
2022-07-04,Silver Line,2792.5
2022-07-05,Blue Line,27231.9
2022-07-05,Green Line,46255.74333798
2022-07-05,Mattapan Line,3263.616
2022-07-05,Orange Line,68785.82
2022-07-05,Red Line,86439.77
2022-07-05,Silver Line,5550.1
2022-07-06,Blue Line,31777.2
2022-07-06,Green Line,51913.03667142
2022-07-06,Mattapan Line,3636.8639999999996
2022-07-06,Orange Line,75550.1
2022-07-06,Red Line,98922.03
2022-07-06,Silver Line,5902.3
2022-07-07,Blue Line,32417.3
2022-07-07,Green Line,53062.49667152
2022-07-07,Mattapan Line,3649.536
2022-07-07,Orange Line,77108.79
2022-07-07,Red Line,100394.58
2022-07-07,Silver Line,6090.5
2022-07-08,Blue Line,32242.0
2022-07-08,Green Line,54267.7566714
2022-07-08,Mattapan Line,3381.12
2022-07-08,Orange Line,72432.58
2022-07-08,Red Line,93290.23
2022-07-08,Silver Line,5378.1
2022-07-09,Blue Line,24763.9
2022-07-09,Green Line,47074.44667049
2022-07-09,Mattapan Line,1388.1599999999999
2022-07-09,Orange Line,47856.22
2022-07-09,Red Line,51024.4
2022-07-09,Silver Line,3388.2
2022-07-10,Blue Line,22525.0
2022-07-10,Green Line,43776.0133367
2022-07-10,Mattapan Line,1437.696
2022-07-10,Orange Line,26479.68
2022-07-10,Red Line,44340.94
2022-07-10,Silver Line,3196.7
2022-07-11,Blue Line,29325.6
2022-07-11,Green Line,43348.90333744
2022-07-11,Mattapan Line,3589.6319999999996
2022-07-11,Orange Line,69347.26
2022-07-11,Red Line,91313.37
2022-07-11,Silver Line,5527.2
2022-07-12,Blue Line,32163.3
2022-07-12,Green Line,50364.00000533
2022-07-12,Mattapan Line,3758.9759999999997
2022-07-12,Orange Line,79421.62
2022-07-12,Red Line,102060.88
2022-07-12,Silver Line,6554.7
2022-07-13,Blue Line,33918.7
2022-07-13,Green Line,50192.3600056
2022-07-13,Mattapan Line,3738.24
2022-07-13,Orange Line,77533.95
2022-07-13,Red Line,102876.69
2022-07-13,Silver Line,6489.3
2022-07-14,Blue Line,32745.5
2022-07-14,Green Line,49012.6833378
2022-07-14,Mattapan Line,3722.112
2022-07-14,Orange Line,76261.78
2022-07-14,Red Line,102012.47
2022-07-14,Silver Line,6549.9
2022-07-15,Blue Line,34088.4
2022-07-15,Green Line,52387.44000478
2022-07-15,Mattapan Line,3435.2639999999997
2022-07-15,Orange Line,75032.94
2022-07-15,Red Line,95707.72
2022-07-15,Silver Line,5493.5
2022-07-16,Blue Line,27767.9
2022-07-16,Green Line,42234.65667073
2022-07-16,Mattapan Line,603.6479999999999
2022-07-16,Orange Line,52111.96
2022-07-16,Red Line,58397.05
2022-07-16,Silver Line,3089.6
2022-07-17,Blue Line,22258.2
2022-07-17,Green Line,31367.32000317
2022-07-17,Mattapan Line,1267.2
2022-07-17,Orange Line,35741.75
2022-07-17,Red Line,31287.33
2022-07-17,Silver Line,3479.9
2022-07-18,Blue Line,29203.1
2022-07-18,Green Line,42318.09000434
2022-07-18,Mattapan Line,3470.9759999999997
2022-07-18,Orange Line,68048.58
2022-07-18,Red Line,86500.23
2022-07-18,Silver Line,5546.0
2022-07-19,Blue Line,33424.6
2022-07-19,Green Line,48073.24667119
2022-07-19,Mattapan Line,3699.0719999999997
2022-07-19,Orange Line,75964.62
2022-07-19,Red Line,101015.0
2022-07-19,Silver Line,6651.7
2022-07-20,Blue Line,33431.7
2022-07-20,Green Line,50820.4966721
2022-07-20,Mattapan Line,3718.656
2022-07-20,Orange Line,76838.9
2022-07-20,Red Line,101584.37
2022-07-20,Silver Line,5682.2
2022-07-21,Blue Line,31721.5
2022-07-21,Green Line,48165.88000449
2022-07-21,Mattapan Line,3628.7999999999997
2022-07-21,Orange Line,66589.35
2022-07-21,Red Line,99880.87
2022-07-21,Silver Line,6716.9
2022-07-22,Blue Line,33515.5
2022-07-22,Green Line,56854.44000512
2022-07-22,Mattapan Line,3339.6479999999997
2022-07-22,Orange Line,69432.22
2022-07-22,Red Line,92307.14
2022-07-22,Silver Line,5510.7
2022-07-23,Blue Line,30312.3
2022-07-23,Green Line,44954.50000323
2022-07-23,Mattapan Line,1725.696
2022-07-23,Orange Line,47395.08
2022-07-23,Red Line,28731.72
2022-07-23,Silver Line,3177.9
2022-07-24,Blue Line,22245.0
2022-07-24,Green Line,34211.79666965
2022-07-24,Mattapan Line,1095.552
2022-07-24,Orange Line,32949.52
2022-07-24,Red Line,21116.05
2022-07-24,Silver Line,2772.8
2022-07-25,Blue Line,27921.4
2022-07-25,Green Line,44813.22333672
2022-07-25,Mattapan Line,3443.328
2022-07-25,Orange Line,65561.92
2022-07-25,Red Line,83873.89
2022-07-25,Silver Line,5461.9
2022-07-26,Blue Line,32344.3
2022-07-26,Green Line,54205.69667204
2022-07-26,Mattapan Line,2937.6
2022-07-26,Orange Line,75886.42
2022-07-26,Red Line,101421.65
2022-07-26,Silver Line,6711.6
2022-07-27,Blue Line,31867.4
2022-07-27,Green Line,54354.22667088
2022-07-27,Mattapan Line,3643.776
2022-07-27,Orange Line,79181.12
2022-07-27,Red Line,102106.72
2022-07-27,Silver Line,6753.2
2022-07-28,Blue Line,31786.7
2022-07-28,Green Line,53398.28667103
2022-07-28,Mattapan Line,3631.104
2022-07-28,Orange Line,77986.99
2022-07-28,Red Line,99298.49
2022-07-28,Silver Line,6738.7
2022-07-29,Blue Line,32670.9
2022-07-29,Green Line,54235.3300049
2022-07-29,Mattapan Line,3496.3199999999997
2022-07-29,Orange Line,71236.17
2022-07-29,Red Line,91998.7
2022-07-29,Silver Line,5552.9
2022-07-30,Blue Line,27239.6
2022-07-30,Green Line,45870.4733364
2022-07-30,Mattapan Line,1867.3919999999998
2022-07-30,Orange Line,50162.49
2022-07-30,Red Line,60457.87
2022-07-30,Silver Line,3404.9
2022-07-31,Blue Line,21402.7
2022-07-31,Green Line,37384.753336429996
2022-07-31,Mattapan Line,1378.944
2022-07-31,Orange Line,37539.67
2022-07-31,Red Line,47925.21
2022-07-31,Silver Line,3033.5
2022-08-01,Blue Line,29577.7
2022-08-01,Green Line,40586.96667018
2022-08-01,Mattapan Line,3285.504
2022-08-01,Orange Line,66879.12
2022-08-01,Red Line,86674.68
2022-08-01,Silver Line,5175.2
2022-08-02,Blue Line,31414.7
2022-08-02,Green Line,45541.19667139
2022-08-02,Mattapan Line,3472.1279999999997
2022-08-02,Orange Line,75015.71
2022-08-02,Red Line,96332.46
2022-08-02,Silver Line,6326.1
2022-08-03,Blue Line,32587.5
2022-08-03,Green Line,45303.03000343
2022-08-03,Mattapan Line,3534.336
2022-08-03,Orange Line,76513.98
2022-08-03,Red Line,99754.89
2022-08-03,Silver Line,6256.1
2022-08-04,Blue Line,31526.0
2022-08-04,Green Line,44667.99333794
2022-08-04,Mattapan Line,3384.576
2022-08-04,Orange Line,69979.94
2022-08-04,Red Line,93566.3
2022-08-04,Silver Line,6062.1
2022-08-05,Blue Line,29103.3
2022-08-05,Green Line,44683.61667041
2022-08-05,Mattapan Line,3240.576
2022-08-05,Orange Line,65070.1
2022-08-05,Red Line,85936.45
2022-08-05,Silver Line,5171.7
2022-08-06,Blue Line,25388.8
2022-08-06,Green Line,39036.75000284
2022-08-06,Mattapan Line,1787.904
2022-08-06,Orange Line,49380.81
2022-08-06,Red Line,58301.34
2022-08-06,Silver Line,3244.3
2022-08-07,Blue Line,19690.5
2022-08-07,Green Line,27394.40333536
2022-08-07,Mattapan Line,1313.28
2022-08-07,Orange Line,34191.95
2022-08-07,Red Line,43196.38
2022-08-07,Silver Line,3198.1
2022-08-08,Blue Line,28910.9
2022-08-08,Green Line,36517.36666899
2022-08-08,Mattapan Line,2437.632
2022-08-08,Orange Line,65691.77
2022-08-08,Red Line,81325.83
2022-08-08,Silver Line,5123.3
2022-08-09,Blue Line,30436.2
2022-08-09,Green Line,47796.00333791
2022-08-09,Mattapan Line,3260.16
2022-08-09,Orange Line,73685.53
2022-08-09,Red Line,92637.7
2022-08-09,Silver Line,5962.4
2022-08-10,Blue Line,32870.5
2022-08-10,Green Line,50938.4100042
2022-08-10,Mattapan Line,3510.144
2022-08-10,Orange Line,79568.86
2022-08-10,Red Line,98268.33
2022-08-10,Silver Line,6407.9
2022-08-11,Blue Line,32174.4
2022-08-11,Green Line,49220.72000455
2022-08-11,Mattapan Line,3549.312
2022-08-11,Orange Line,75884.55
2022-08-11,Red Line,96700.63
2022-08-11,Silver Line,6127.2
2022-08-12,Blue Line,31767.5
2022-08-12,Green Line,45408.21667053
2022-08-12,Mattapan Line,3262.464
2022-08-12,Orange Line,71506.41
2022-08-12,Red Line,91802.94
2022-08-12,Silver Line,5727.1
2022-08-13,Blue Line,27950.1
2022-08-13,Green Line,44682.05667006
2022-08-13,Mattapan Line,1961.8559999999998
2022-08-13,Orange Line,52809.48
2022-08-13,Red Line,63427.53
2022-08-13,Silver Line,4490.5
2022-08-14,Blue Line,22316.2
2022-08-14,Green Line,35252.28333612
2022-08-14,Mattapan Line,1332.8639999999998
2022-08-14,Orange Line,40556.39
2022-08-14,Red Line,48965.76
2022-08-14,Silver Line,3736.7
2022-08-15,Blue Line,28536.8
2022-08-15,Green Line,36569.17000322
2022-08-15,Mattapan Line,3321.216
2022-08-15,Orange Line,65795.77
2022-08-15,Red Line,84542.36
2022-08-15,Silver Line,4986.9
2022-08-16,Blue Line,31517.1
2022-08-16,Green Line,40461.76000425
2022-08-16,Mattapan Line,3656.448
2022-08-16,Orange Line,73194.49
2022-08-16,Red Line,95324.25
2022-08-16,Silver Line,5901.9
2022-08-17,Blue Line,30875.6
2022-08-17,Green Line,40067.38667094
2022-08-17,Mattapan Line,3290.112
2022-08-17,Orange Line,70890.29
2022-08-17,Red Line,93712.79
2022-08-17,Silver Line,5948.6
2022-08-18,Blue Line,32696.8
2022-08-18,Green Line,45214.13333784
2022-08-18,Mattapan Line,3576.9599999999996
2022-08-18,Orange Line,72605.53
2022-08-18,Red Line,98071.87
2022-08-18,Silver Line,6203.0
2022-08-19,Blue Line,32504.7
2022-08-19,Green Line,44843.59333692
2022-08-19,Mattapan Line,3442.176
2022-08-19,Orange Line,55643.06
2022-08-19,Red Line,86718.08
2022-08-19,Silver Line,4978.9
2022-08-20,Blue Line,27313.1
2022-08-20,Green Line,46885.6800031
2022-08-20,Mattapan Line,2297.0879999999997
2022-08-20,Orange Line,148.0
2022-08-20,Red Line,58994.62
2022-08-20,Silver Line,3196.6
2022-08-21,Blue Line,22836.3
2022-08-21,Green Line,35683.30666855
2022-08-21,Mattapan Line,1549.44
2022-08-21,Orange Line,107.0
2022-08-21,Red Line,47450.96
2022-08-21,Silver Line,3126.6
2022-08-22,Blue Line,29428.8
2022-08-22,Green Line,31441.64
2022-08-22,Mattapan Line,3487.104
2022-08-22,Orange Line,200.0
2022-08-22,Red Line,80530.76
2022-08-22,Silver Line,4996.8
2022-08-23,Blue Line,35076.0
2022-08-23,Green Line,48070.2
2022-08-23,Mattapan Line,3640.3199999999997
2022-08-23,Orange Line,208.0
2022-08-23,Red Line,93793.2
2022-08-23,Silver Line,5903.6
2022-08-24,Blue Line,36857.6
2022-08-24,Green Line,50861.82666667
2022-08-24,Mattapan Line,3523.968
2022-08-24,Orange Line,219.0
2022-08-24,Red Line,99703.04
2022-08-24,Silver Line,6106.7
2022-08-25,Blue Line,36976.9
2022-08-25,Green Line,45251.76666667
2022-08-25,Mattapan Line,3945.6
2022-08-25,Orange Line,150.0
2022-08-25,Red Line,98387.2
2022-08-25,Silver Line,6156.3
2022-08-26,Blue Line,33447.3
2022-08-26,Green Line,39277.72
2022-08-26,Mattapan Line,3519.3599999999997
2022-08-26,Orange Line,158.0
2022-08-26,Red Line,84355.48
2022-08-26,Silver Line,4874.5
2022-08-27,Blue Line,29814.0
2022-08-27,Green Line,43512.62
2022-08-27,Mattapan Line,1967.616
2022-08-27,Orange Line,80.0
2022-08-27,Red Line,63880.78
2022-08-27,Silver Line,3462.6
2022-08-28,Blue Line,23792.8
2022-08-28,Green Line,33533.98
2022-08-28,Mattapan Line,1580.5439999999999
2022-08-28,Orange Line,117.0
2022-08-28,Red Line,48909.42
2022-08-28,Silver Line,2886.8
2022-08-29,Blue Line,33311.7
2022-08-29,Green Line,38382.38
2022-08-29,Mattapan Line,3705.984
2022-08-29,Orange Line,159.0
2022-08-29,Red Line,85895.92
2022-08-29,Silver Line,5091.0
2022-08-30,Blue Line,35089.9
2022-08-30,Green Line,41294.4
2022-08-30,Mattapan Line,3821.1839999999997
2022-08-30,Orange Line,190.0
2022-08-30,Red Line,93023.2
2022-08-30,Silver Line,5687.5
2022-08-31,Blue Line,34213.5
2022-08-31,Green Line,43062.74
2022-08-31,Mattapan Line,3833.8559999999998
2022-08-31,Orange Line,169.0
2022-08-31,Red Line,92225.66
2022-08-31,Silver Line,5583.1
2022-09-01,Blue Line,37420.9
2022-09-01,Green Line,54235.84
2022-09-01,Mattapan Line,3775.104
2022-09-01,Orange Line,220.0
2022-09-01,Red Line,95453.16
2022-09-01,Silver Line,5574.1
2022-09-02,Blue Line,38222.8
2022-09-02,Green Line,54160.9
2022-09-02,Mattapan Line,3595.392
2022-09-02,Orange Line,149.0
2022-09-02,Red Line,87491.4
2022-09-02,Silver Line,4689.9
2022-09-03,Blue Line,30323.5
2022-09-03,Green Line,50494.18
2022-09-03,Mattapan Line,2115.0719999999997
2022-09-03,Orange Line,92.0
2022-09-03,Red Line,63143.12
2022-09-03,Silver Line,3179.2
2022-09-04,Blue Line,24662.5
2022-09-04,Green Line,44723.0
2022-09-04,Mattapan Line,1481.472
2022-09-04,Orange Line,104.0
2022-09-04,Red Line,53543.2
2022-09-04,Silver Line,2993.3
2022-09-05,Blue Line,20252.5
2022-09-05,Green Line,29748.62666667
2022-09-05,Mattapan Line,1501.0559999999998
2022-09-05,Orange Line,88.0
2022-09-05,Red Line,41395.44
2022-09-05,Silver Line,2785.6
2022-09-06,Blue Line,34803.6
2022-09-06,Green Line,50197.04
2022-09-06,Mattapan Line,3693.312
2022-09-06,Orange Line,176.0
2022-09-06,Red Line,97029.86
2022-09-06,Silver Line,5832.5
2022-09-07,Blue Line,40108.6
2022-09-07,Green Line,54298.58
2022-09-07,Mattapan Line,4193.28
2022-09-07,Orange Line,231.0
2022-09-07,Red Line,108844.12
2022-09-07,Silver Line,6325.7
2022-09-08,Blue Line,42057.6
2022-09-08,Green Line,61695.96666667
2022-09-08,Mattapan Line,4762.3679999999995
2022-09-08,Orange Line,203.0
2022-09-08,Red Line,113548.5
2022-09-08,Silver Line,6555.1
2022-09-09,Blue Line,40139.4
2022-09-09,Green Line,52489.48
2022-09-09,Mattapan Line,4369.536
2022-09-09,Orange Line,131.0
2022-09-09,Red Line,101283.92
2022-09-09,Silver Line,5504.2
2022-09-10,Blue Line,32223.3
2022-09-10,Green Line,51214.06
2022-09-10,Mattapan Line,2335.104
2022-09-10,Orange Line,105.0
2022-09-10,Red Line,70470.94
2022-09-10,Silver Line,3515.7
2022-09-11,Blue Line,23317.9
2022-09-11,Green Line,27444.64
2022-09-11,Mattapan Line,1557.504
2022-09-11,Orange Line,93.0
2022-09-11,Red Line,48964.46
2022-09-11,Silver Line,2717.0
2022-09-12,Blue Line,37414.2
2022-09-12,Green Line,47432.54
2022-09-12,Mattapan Line,4238.208
2022-09-12,Orange Line,154.0
2022-09-12,Red Line,96129.76
2022-09-12,Silver Line,5468.5
2022-09-13,Blue Line,38355.4
2022-09-13,Green Line,52743.54
2022-09-13,Mattapan Line,4530.816
2022-09-13,Orange Line,161.0
2022-09-13,Red Line,108542.46
2022-09-13,Silver Line,6261.6
2022-09-14,Blue Line,41292.2
2022-09-14,Green Line,59935.5
2022-09-14,Mattapan Line,4073.4719999999998
2022-09-14,Orange Line,235.0
2022-09-14,Red Line,114303.7
2022-09-14,Silver Line,6404.6
2022-09-15,Blue Line,41562.9
2022-09-15,Green Line,54324.2
2022-09-15,Mattapan Line,4793.472
2022-09-15,Orange Line,213.0
2022-09-15,Red Line,114022.1
2022-09-15,Silver Line,6542.8
2022-09-16,Blue Line,40457.3
2022-09-16,Green Line,59289.68
2022-09-16,Mattapan Line,4412.16
2022-09-16,Orange Line,231.0
2022-09-16,Red Line,105930.82
2022-09-16,Silver Line,5412.2
2022-09-17,Blue Line,32644.4
2022-09-17,Green Line,54624.44
2022-09-17,Mattapan Line,2299.392
2022-09-17,Orange Line,204.0
2022-09-17,Red Line,72061.26
2022-09-17,Silver Line,3435.9
2022-09-18,Blue Line,25330.0
2022-09-18,Green Line,40345.42
2022-09-18,Mattapan Line,1557.504
2022-09-18,Orange Line,289.0
2022-09-18,Red Line,53303.48
2022-09-18,Silver Line,3112.1
2022-09-19,Blue Line,32156.7
2022-09-19,Green Line,43418.8033361
2022-09-19,Mattapan Line,4131.072
2022-09-19,Orange Line,62913.58
2022-09-19,Red Line,95033.85
2022-09-19,Silver Line,5299.4
2022-09-20,Blue Line,34219.8
2022-09-20,Green Line,49430.32000417
2022-09-20,Mattapan Line,4405.248
2022-09-20,Orange Line,71802.42
2022-09-20,Red Line,107235.76
2022-09-20,Silver Line,6162.2
2022-09-21,Blue Line,35560.6
2022-09-21,Green Line,51049.84000467
2022-09-21,Mattapan Line,4387.968
2022-09-21,Orange Line,70678.37
2022-09-21,Red Line,107465.19
2022-09-21,Silver Line,6129.5
2022-09-22,Blue Line,32323.2
2022-09-22,Green Line,47236.08666988
2022-09-22,Mattapan Line,4066.56
2022-09-22,Orange Line,65898.72
2022-09-22,Red Line,101288.16
2022-09-22,Silver Line,6106.5
2022-09-23,Blue Line,35337.5
2022-09-23,Green Line,54724.60667047
2022-09-23,Mattapan Line,4143.744
2022-09-23,Orange Line,70509.21
2022-09-23,Red Line,101023.05
2022-09-23,Silver Line,5071.8
2022-09-24,Blue Line,28130.3
2022-09-24,Green Line,49962.41000289
2022-09-24,Mattapan Line,1802.8799999999999
2022-09-24,Orange Line,49829.93
2022-09-24,Red Line,67870.46
2022-09-24,Silver Line,2337.4
2022-09-25,Blue Line,20891.1
2022-09-25,Green Line,34569.89666909
2022-09-25,Mattapan Line,1339.7759999999998
2022-09-25,Orange Line,33837.1
2022-09-25,Red Line,47130.47
2022-09-25,Silver Line,2075.6
2022-09-26,Blue Line,33773.7
2022-09-26,Green Line,47682.70000258
2022-09-26,Mattapan Line,4177.152
2022-09-26,Orange Line,67072.52
2022-09-26,Red Line,89915.38
2022-09-26,Silver Line,5234.7
2022-09-27,Blue Line,36236.3
2022-09-27,Green Line,53532.60000421
2022-09-27,Mattapan Line,4174.848
2022-09-27,Orange Line,77291.08
2022-09-27,Red Line,107156.42
2022-09-27,Silver Line,6098.099999999999
2022-09-28,Blue Line,36812.7
2022-09-28,Green Line,54787.86333727
2022-09-28,Mattapan Line,4330.3679999999995
2022-09-28,Orange Line,79733.04
2022-09-28,Red Line,108648.43
2022-09-28,Silver Line,6195.8
2022-09-29,Blue Line,36114.1
2022-09-29,Green Line,54776.56667108
2022-09-29,Mattapan Line,4292.352
2022-09-29,Orange Line,76256.41
2022-09-29,Red Line,107254.39
2022-09-29,Silver Line,6267.2
2022-09-30,Blue Line,35147.5
2022-09-30,Green Line,54452.20667148
2022-09-30,Mattapan Line,3982.464
2022-09-30,Orange Line,73963.22
2022-09-30,Red Line,101305.14
