service_date,line,estimated_boardings,ObjectId
2021/06/28 04:00:00+00,Lowell,2603,3161
2021/06/28 04:00:00+00,Haverhill,1629,3162
2021/06/28 04:00:00+00,Kingston,1280,3163
2021/06/28 04:00:00+00,Needham,954,3164
2021/06/28 04:00:00+00,Fitchburg,1903,3165
2021/06/28 04:00:00+00,Greenbush,1021,3166
2021/06/28 04:00:00+00,Fairmount,606,3167
2021/06/29 04:00:00+00,Providence/Stoughton,6139,3168
2021/06/29 04:00:00+00,Newburyport/Rockport,5693,3169
2021/06/15 04:00:00+00,Kingston,975,3170
2021/06/15 04:00:00+00,Needham,971,3171
2021/06/15 04:00:00+00,Fitchburg,1887,3172
2021/06/15 04:00:00+00,Greenbush,835,3173
2021/06/15 04:00:00+00,Fairmount,1073,3174
2021/06/16 04:00:00+00,Providence/Stoughton,5593,3175
2021/06/16 04:00:00+00,Newburyport/Rockport,5184,3176
2021/06/16 04:00:00+00,Framingham/Worcester,3379,3177
2021/06/16 04:00:00+00,Franklin/Foxboro,2234,3178
2021/06/16 04:00:00+00,Middleborough/Lakeville,1337,3179
2021/06/16 04:00:00+00,Lowell,2428,3180
2021/06/16 04:00:00+00,Haverhill,2604,3181
2021/06/16 04:00:00+00,Kingston,1151,3182
2021/06/16 04:00:00+00,Needham,1124,3183
2021/06/16 04:00:00+00,Fitchburg,1826,3184
2021/06/03 04:00:00+00,Framingham/Worcester,2918,3185
2021/06/03 04:00:00+00,Franklin/Foxboro,1862,3186
2021/06/03 04:00:00+00,Middleborough/Lakeville,1691,3187
2021/06/03 04:00:00+00,Lowell,1907,3188
2021/06/03 04:00:00+00,Haverhill,1892,3189
2021/06/03 04:00:00+00,Kingston,1395,3190
2021/06/03 04:00:00+00,Needham,1216,3191
2021/06/03 04:00:00+00,Fitchburg,1612,3192
2021/06/03 04:00:00+00,Greenbush,1161,3193
2021/06/03 04:00:00+00,Fairmount,1231,3194
2021/06/04 04:00:00+00,Providence/Stoughton,4720,3195
2021/06/04 04:00:00+00,Newburyport/Rockport,4761,3196
2021/06/04 04:00:00+00,Framingham/Worcester,2954,3197
2021/06/04 04:00:00+00,Franklin/Foxboro,1834,3198
2021/06/04 04:00:00+00,Middleborough/Lakeville,1558,3199
2021/06/04 04:00:00+00,Lowell,1793,3200
2021/08/01 04:00:00+00,Kingston,393,3201
2021/08/01 04:00:00+00,Needham,295,3202
2021/08/01 04:00:00+00,Fitchburg,1166,3203
2021/08/01 04:00:00+00,Greenbush,477,3204
2021/08/01 04:00:00+00,Fairmount,236,3205
2021/08/02 04:00:00+00,Providence/Stoughton,5695,3206
2021/08/02 04:00:00+00,Newburyport/Rockport,4591,3207
2021/08/02 04:00:00+00,Framingham/Worcester,2793,3208
2021/08/02 04:00:00+00,Franklin/Foxboro,2971,3209
2021/08/02 04:00:00+00,Middleborough/Lakeville,1251,3210
2021/08/02 04:00:00+00,Lowell,2602,3211
2021/08/02 04:00:00+00,Haverhill,1712,3212
2021/08/02 04:00:00+00,Kingston,1289,3213
2021/08/02 04:00:00+00,Needham,974,3214
2021/08/02 04:00:00+00,Fitchburg,2021,3215
2021/08/02 04:00:00+00,Greenbush,868,3216
2021/08/02 04:00:00+00,Fairmount,709,3217
2021/08/03 04:00:00+00,Providence/Stoughton,5433,3218
2021/08/03 04:00:00+00,Newburyport/Rockport,4953,3219
2021/08/03 04:00:00+00,Framingham/Worcester,3422,3220
2021/08/03 04:00:00+00,Franklin/Foxboro,3866,3221
2021/08/03 04:00:00+00,Middleborough/Lakeville,1645,3222
2021/08/03 04:00:00+00,Lowell,2534,3223
2021/08/03 04:00:00+00,Haverhill,2312,3224
2021/08/03 04:00:00+00,Kingston,1556,3225
2021/08/03 04:00:00+00,Needham,977,3226
2021/08/03 04:00:00+00,Fitchburg,2099,3227
2021/08/03 04:00:00+00,Greenbush,1262,3228
2021/08/03 04:00:00+00,Fairmount,1087,3229
2021/08/04 04:00:00+00,Providence/Stoughton,5809,3230
2021/08/04 04:00:00+00,Newburyport/Rockport,4437,3231
2021/08/04 04:00:00+00,Framingham/Worcester,3593,3232
2021/08/04 04:00:00+00,Franklin/Foxboro,2159,3233
2021/08/04 04:00:00+00,Middleborough/Lakeville,1915,3234
2021/08/04 04:00:00+00,Lowell,1997,3235
2021/08/04 04:00:00+00,Haverhill,1994,3236
2021/08/04 04:00:00+00,Kingston,1118,3237
2021/08/04 04:00:00+00,Needham,710,3238
2021/08/04 04:00:00+00,Fitchburg,2307,3239
2021/08/04 04:00:00+00,Greenbush,984,3240
2021/08/04 04:00:00+00,Fairmount,873,3241
2021/08/05 04:00:00+00,Providence/Stoughton,6001.44562118126,3242
2021/08/05 04:00:00+00,Newburyport/Rockport,3879.70167836436,3243
2021/08/05 04:00:00+00,Framingham/Worcester,4033.77316379157,3244
2021/08/05 04:00:00+00,Franklin/Foxboro,1605.61750065496,3245
2021/08/05 04:00:00+00,Middleborough/Lakeville,1515.21223709369,3246
2021/08/05 04:00:00+00,Lowell,2310.38845664168,3247
2021/07/07 04:00:00+00,Haverhill,1833,3248
2021/07/20 04:00:00+00,Providence/Stoughton,6014,3249
2021/07/15 04:00:00+00,Greenbush,1192,3250
2021/07/24 04:00:00+00,Franklin/Foxboro,1034,3251
2021/08/05 04:00:00+00,Haverhill,2011.41477272727,3252
2021/08/05 04:00:00+00,Kingston,1337.74274178043,3253
2021/08/05 04:00:00+00,Needham,795.746295554666,3254
2021/08/05 04:00:00+00,Fitchburg,2053.68067644864,3255
2021/07/11 04:00:00+00,Needham,295,3256
2021/07/15 04:00:00+00,Fairmount,857,3257
2021/07/20 04:00:00+00,Newburyport/Rockport,5652,3258
2021/08/05 04:00:00+00,Greenbush,656.007578628268,3259
2021/07/07 04:00:00+00,Kingston,1122,3260
2021/07/11 04:00:00+00,Fitchburg,961,3261
2021/07/24 04:00:00+00,Middleborough/Lakeville,1155,3262
2021/07/16 04:00:00+00,Providence/Stoughton,6650,3263
2021/07/20 04:00:00+00,Framingham/Worcester,3791,3264
2021/08/05 04:00:00+00,Fairmount,1117.73875910575,3265
2021/07/07 04:00:00+00,Needham,1161,3266
2021/07/11 04:00:00+00,Greenbush,466,3267
2021/07/24 04:00:00+00,Lowell,1298,3268
2021/07/16 04:00:00+00,Newburyport/Rockport,5857,3269
2021/07/20 04:00:00+00,Franklin/Foxboro,2581,3270
2021/08/06 04:00:00+00,Providence/Stoughton,5979,3271
2021/07/07 04:00:00+00,Fitchburg,2191,3272
2021/07/11 04:00:00+00,Fairmount,324,3273
2021/07/24 04:00:00+00,Haverhill,1147,3274
2021/07/16 04:00:00+00,Framingham/Worcester,4106,3275
2021/07/20 04:00:00+00,Middleborough/Lakeville,1646,3276
2021/08/06 04:00:00+00,Newburyport/Rockport,4393,3277
2021/07/07 04:00:00+00,Greenbush,810,3278
2021/07/12 04:00:00+00,Providence/Stoughton,6197,3279
2021/07/24 04:00:00+00,Kingston,143,3280
2021/07/16 04:00:00+00,Franklin/Foxboro,2119,3281
2021/07/20 04:00:00+00,Lowell,2212,3282
2021/08/06 04:00:00+00,Framingham/Worcester,3556,3283
2021/07/07 04:00:00+00,Fairmount,860,3284
2021/07/12 04:00:00+00,Newburyport/Rockport,5422,3285
2021/07/24 04:00:00+00,Needham,464,3286
2021/07/16 04:00:00+00,Middleborough/Lakeville,1594,3287
2021/07/20 04:00:00+00,Haverhill,2391,3288
2021/08/06 04:00:00+00,Franklin/Foxboro,2185,3289
2021/07/08 04:00:00+00,Providence/Stoughton,5970,3290
2021/07/12 04:00:00+00,Framingham/Worcester,3955,3291
2021/07/24 04:00:00+00,Fitchburg,777,3292
2021/07/16 04:00:00+00,Lowell,2559,3293
2021/07/20 04:00:00+00,Kingston,1300,3294
2021/08/06 04:00:00+00,Middleborough/Lakeville,1648,3295
2021/07/08 04:00:00+00,Newburyport/Rockport,5217,3296
2021/07/12 04:00:00+00,Franklin/Foxboro,1682,3297
2021/07/24 04:00:00+00,Greenbush,277,3298
2021/07/16 04:00:00+00,Haverhill,3022,3299
2021/07/20 04:00:00+00,Needham,1194,3300
2021/08/06 04:00:00+00,Lowell,2558,3301
2021/07/08 04:00:00+00,Framingham/Worcester,3654,3302
2021/07/12 04:00:00+00,Middleborough/Lakeville,1766,3303
2021/07/24 04:00:00+00,Fairmount,416,3304
2021/07/16 04:00:00+00,Kingston,1280,3305
2021/07/20 04:00:00+00,Fitchburg,2672,3306
2021/08/06 04:00:00+00,Haverhill,1970,3307
2021/07/08 04:00:00+00,Franklin/Foxboro,2427,3308
2021/07/12 04:00:00+00,Lowell,2132,3309
2021/07/25 04:00:00+00,Providence/Stoughton,2924,3310
2021/07/16 04:00:00+00,Needham,1323,3311
2021/07/20 04:00:00+00,Greenbush,1157,3312
2021/08/06 04:00:00+00,Kingston,1341,3313
2021/07/08 04:00:00+00,Middleborough/Lakeville,1678,3314
2021/07/12 04:00:00+00,Haverhill,2510,3315
2021/07/25 04:00:00+00,Newburyport/Rockport,3093,3316
2021/07/16 04:00:00+00,Fitchburg,2262,3317
2021/07/20 04:00:00+00,Fairmount,809,3318
2021/08/06 04:00:00+00,Needham,841,3319
2021/07/08 04:00:00+00,Lowell,2912,3320
2021/07/12 04:00:00+00,Kingston,1282,3321
2021/07/25 04:00:00+00,Framingham/Worcester,1439,3322
2021/07/16 04:00:00+00,Greenbush,931,3323
2021/07/21 04:00:00+00,Providence/Stoughton,5955,3324
2021/08/06 04:00:00+00,Fitchburg,1903,3325
2021/07/08 04:00:00+00,Haverhill,1926,3326
2021/07/12 04:00:00+00,Needham,1097,3327
2021/07/25 04:00:00+00,Franklin/Foxboro,1076,3328
2021/07/16 04:00:00+00,Fairmount,1063,3329
2021/07/21 04:00:00+00,Newburyport/Rockport,5389,3330
2021/08/06 04:00:00+00,Greenbush,789,3331
2021/07/08 04:00:00+00,Kingston,1243,3332
2021/07/12 04:00:00+00,Fitchburg,1801,3333
2021/07/25 04:00:00+00,Middleborough/Lakeville,804,3334
2021/07/17 04:00:00+00,Providence/Stoughton,2935,3335
2021/07/21 04:00:00+00,Framingham/Worcester,3869,3336
2021/08/06 04:00:00+00,Fairmount,1029,3337
2021/07/08 04:00:00+00,Needham,865,3338
2021/07/12 04:00:00+00,Greenbush,1112,3339
2021/07/25 04:00:00+00,Lowell,761,3340
2021/07/17 04:00:00+00,Newburyport/Rockport,3535,3341
2021/07/21 04:00:00+00,Franklin/Foxboro,2286,3342
2021/08/07 04:00:00+00,Providence/Stoughton,2328,3343
2021/07/08 04:00:00+00,Fitchburg,2387,3344
2021/07/12 04:00:00+00,Fairmount,1003,3345
2021/07/25 04:00:00+00,Haverhill,664,3346
2021/07/17 04:00:00+00,Framingham/Worcester,2706,3347
2021/07/21 04:00:00+00,Middleborough/Lakeville,1834,3348
2021/08/07 04:00:00+00,Newburyport/Rockport,4013,3349
2021/07/08 04:00:00+00,Greenbush,845,3350
2021/07/13 04:00:00+00,Providence/Stoughton,6070,3351
2021/07/25 04:00:00+00,Kingston,151,3352
2021/07/17 04:00:00+00,Franklin/Foxboro,875,3353
2021/07/21 04:00:00+00,Lowell,2821,3354
2021/08/07 04:00:00+00,Framingham/Worcester,1321,3355
2021/07/08 04:00:00+00,Fairmount,985,3356
2021/07/13 04:00:00+00,Newburyport/Rockport,5796,3357
2021/07/25 04:00:00+00,Needham,233,3358
2021/07/17 04:00:00+00,Middleborough/Lakeville,766,3359
2021/07/17 04:00:00+00,Lowell,1231,3360
2021/07/17 04:00:00+00,Haverhill,853,3361
2021/07/17 04:00:00+00,Kingston,258,3362
2021/07/17 04:00:00+00,Needham,415,3363
2021/07/17 04:00:00+00,Fitchburg,1665,3364
2021/07/17 04:00:00+00,Greenbush,444,3365
2021/07/17 04:00:00+00,Fairmount,339,3366
2021/07/18 04:00:00+00,Providence/Stoughton,2698,3367
2021/07/18 04:00:00+00,Newburyport/Rockport,2315,3368
2021/07/18 04:00:00+00,Framingham/Worcester,1603,3369
2021/07/18 04:00:00+00,Franklin/Foxboro,881,3370
2021/07/18 04:00:00+00,Middleborough/Lakeville,915,3371
2021/07/18 04:00:00+00,Lowell,536,3372
2021/07/18 04:00:00+00,Haverhill,799,3373
2021/07/18 04:00:00+00,Kingston,229,3374
2021/07/18 04:00:00+00,Needham,204,3375
2021/07/18 04:00:00+00,Fitchburg,587,3376
2021/07/18 04:00:00+00,Greenbush,467,3377
2021/07/18 04:00:00+00,Fairmount,299,3378
2021/07/19 04:00:00+00,Providence/Stoughton,6005,3379
2021/07/19 04:00:00+00,Newburyport/Rockport,5180,3380
2021/07/19 04:00:00+00,Framingham/Worcester,3274,3381
2021/07/19 04:00:00+00,Franklin/Foxboro,2841,3382
2021/07/19 04:00:00+00,Middleborough/Lakeville,1575,3383
2021/07/19 04:00:00+00,Lowell,2322,3384
2021/07/19 04:00:00+00,Haverhill,2116,3385
2021/07/19 04:00:00+00,Kingston,1111,3386
2021/07/19 04:00:00+00,Needham,1010,3387
2021/07/19 04:00:00+00,Fitchburg,2078,3388
2021/07/19 04:00:00+00,Greenbush,1214,3389
2021/07/19 04:00:00+00,Fairmount,932,3390
2021/07/21 04:00:00+00,Haverhill,3118,3391
2021/07/28 04:00:00+00,Lowell,2610,3392
2021/07/09 04:00:00+00,Providence/Stoughton,5246,3393
2021/07/25 04:00:00+00,Fitchburg,916,3394
2021/07/13 04:00:00+00,Framingham/Worcester,4070,3395
2021/08/07 04:00:00+00,Franklin/Foxboro,1104,3396
2021/07/21 04:00:00+00,Kingston,1160,3397
2021/07/28 04:00:00+00,Haverhill,2528,3398
2021/07/09 04:00:00+00,Newburyport/Rockport,5628,3399
2021/07/25 04:00:00+00,Greenbush,449,3400
2021/07/13 04:00:00+00,Franklin/Foxboro,2512,3401
2021/08/07 04:00:00+00,Middleborough/Lakeville,813,3402
2021/07/21 04:00:00+00,Needham,889,3403
2021/07/28 04:00:00+00,Kingston,1742,3404
2021/07/09 04:00:00+00,Framingham/Worcester,3512,3405
2021/07/25 04:00:00+00,Fairmount,303,3406
2021/07/13 04:00:00+00,Middleborough/Lakeville,1728,3407
2021/08/07 04:00:00+00,Lowell,1205,3408
2021/07/21 04:00:00+00,Fitchburg,2197,3409
2021/07/28 04:00:00+00,Needham,1004,3410
2021/07/09 04:00:00+00,Franklin/Foxboro,1775,3411
2021/07/26 04:00:00+00,Providence/Stoughton,4935,3412
2021/07/13 04:00:00+00,Lowell,2082,3413
2021/08/07 04:00:00+00,Haverhill,1163,3414
2021/07/21 04:00:00+00,Greenbush,1180,3415
2021/07/28 04:00:00+00,Fitchburg,2430,3416
2021/07/09 04:00:00+00,Middleborough/Lakeville,1357,3417
2021/07/26 04:00:00+00,Newburyport/Rockport,6056,3418
2021/07/13 04:00:00+00,Haverhill,2341,3419
2021/08/07 04:00:00+00,Kingston,429,3420
2021/07/21 04:00:00+00,Fairmount,879,3421
2021/07/28 04:00:00+00,Greenbush,1034,3422
2021/07/09 04:00:00+00,Lowell,2423,3423
2021/07/26 04:00:00+00,Framingham/Worcester,3796,3424
2021/07/13 04:00:00+00,Kingston,1333,3425
2021/08/07 04:00:00+00,Needham,505,3426
2021/07/22 04:00:00+00,Providence/Stoughton,6300,3427
2021/07/28 04:00:00+00,Fairmount,802,3428
2021/07/09 04:00:00+00,Haverhill,1863,3429
2021/07/26 04:00:00+00,Franklin/Foxboro,2400,3430
2021/07/13 04:00:00+00,Needham,1356,3431
2021/08/07 04:00:00+00,Fitchburg,1157,3432
2021/07/22 04:00:00+00,Newburyport/Rockport,5911,3433
2021/07/29 04:00:00+00,Providence/Stoughton,6063,3434
2021/07/09 04:00:00+00,Kingston,1123,3435
2021/07/26 04:00:00+00,Middleborough/Lakeville,1363,3436
2021/07/13 04:00:00+00,Fitchburg,2430,3437
2021/08/07 04:00:00+00,Greenbush,379,3438
2021/07/22 04:00:00+00,Framingham/Worcester,3821,3439
2021/07/29 04:00:00+00,Newburyport/Rockport,6965,3440
2021/07/09 04:00:00+00,Needham,889,3441
2021/07/26 04:00:00+00,Lowell,2447,3442
2021/07/13 04:00:00+00,Greenbush,1013,3443
2021/08/07 04:00:00+00,Fairmount,337,3444
2021/07/22 04:00:00+00,Franklin/Foxboro,3206,3445
2021/07/29 04:00:00+00,Framingham/Worcester,3634,3446
2021/07/09 04:00:00+00,Fitchburg,1916,3447
2021/07/26 04:00:00+00,Haverhill,2719,3448
2021/07/13 04:00:00+00,Fairmount,789,3449
2021/08/08 04:00:00+00,Providence/Stoughton,1934,3450
2021/07/22 04:00:00+00,Middleborough/Lakeville,1574,3451
2021/07/29 04:00:00+00,Franklin/Foxboro,2863,3452
2021/07/09 04:00:00+00,Greenbush,820,3453
2021/07/26 04:00:00+00,Kingston,1399,3454
2021/07/14 04:00:00+00,Providence/Stoughton,5991,3455
2021/08/08 04:00:00+00,Newburyport/Rockport,3252,3456
2021/07/22 04:00:00+00,Lowell,2728,3457
2021/07/29 04:00:00+00,Middleborough/Lakeville,1392,3458
2021/07/09 04:00:00+00,Fairmount,966,3459
2021/07/26 04:00:00+00,Needham,791,3460
2021/07/14 04:00:00+00,Newburyport/Rockport,5723,3461
2021/08/08 04:00:00+00,Framingham/Worcester,2132,3462
2021/07/22 04:00:00+00,Haverhill,1924,3463
2021/07/29 04:00:00+00,Lowell,2500,3464
2021/07/10 04:00:00+00,Providence/Stoughton,2161,3465
2021/07/26 04:00:00+00,Fitchburg,2103,3466
2021/07/14 04:00:00+00,Framingham/Worcester,4183,3467
2021/08/08 04:00:00+00,Franklin/Foxboro,763,3468
2021/08/08 04:00:00+00,Middleborough/Lakeville,553,3469
2021/08/08 04:00:00+00,Lowell,757,3470
2021/08/08 04:00:00+00,Haverhill,627,3471
2021/08/08 04:00:00+00,Kingston,369,3472
2021/08/08 04:00:00+00,Needham,323,3473
2021/08/08 04:00:00+00,Fitchburg,758,3474
2021/08/08 04:00:00+00,Greenbush,456,3475
2021/08/08 04:00:00+00,Fairmount,293,3476
2021/08/09 04:00:00+00,Providence/Stoughton,5472,3477
2021/08/09 04:00:00+00,Newburyport/Rockport,4246,3478
2021/08/09 04:00:00+00,Framingham/Worcester,3753,3479
2021/08/09 04:00:00+00,Franklin/Foxboro,2543,3480
2021/08/09 04:00:00+00,Middleborough/Lakeville,1811,3481
2021/08/09 04:00:00+00,Lowell,2488,3482
2021/08/09 04:00:00+00,Haverhill,1691,3483
2021/08/09 04:00:00+00,Kingston,1198,3484
2021/08/09 04:00:00+00,Needham,1000,3485
2021/08/09 04:00:00+00,Fitchburg,2880,3486
2021/08/09 04:00:00+00,Greenbush,992,3487
2021/07/22 04:00:00+00,Kingston,1251,3488
2021/07/26 04:00:00+00,Greenbush,778,3489
2021/07/29 04:00:00+00,Haverhill,1952,3490
2021/07/14 04:00:00+00,Franklin/Foxboro,3376,3491
2021/07/22 04:00:00+00,Needham,1182,3492
2021/07/26 04:00:00+00,Fairmount,929,3493
2021/07/29 04:00:00+00,Kingston,1393,3494
2021/07/14 04:00:00+00,Middleborough/Lakeville,1570,3495
2021/07/22 04:00:00+00,Fitchburg,2259,3496
2021/07/10 04:00:00+00,Newburyport/Rockport,3251,3497
2021/07/27 04:00:00+00,Providence/Stoughton,5523,3498
2021/07/29 04:00:00+00,Needham,1201,3499
2021/07/14 04:00:00+00,Lowell,2440,3500
2021/07/22 04:00:00+00,Greenbush,936,3501
2021/07/10 04:00:00+00,Framingham/Worcester,2707,3502
2021/07/27 04:00:00+00,Newburyport/Rockport,6258,3503
2021/07/29 04:00:00+00,Fitchburg,2060,3504
2021/07/14 04:00:00+00,Haverhill,2332,3505
2021/07/22 04:00:00+00,Fairmount,785,3506
2021/07/10 04:00:00+00,Franklin/Foxboro,809,3507
2021/07/27 04:00:00+00,Framingham/Worcester,3597,3508
2021/07/29 04:00:00+00,Greenbush,1230,3509
2021/07/14 04:00:00+00,Kingston,1548,3510
2021/07/23 04:00:00+00,Providence/Stoughton,5570,3511
2021/07/10 04:00:00+00,Middleborough/Lakeville,1012,3512
2021/07/27 04:00:00+00,Franklin/Foxboro,1719,3513
2021/07/29 04:00:00+00,Fairmount,597,3514
2021/07/14 04:00:00+00,Needham,1258,3515
2021/07/23 04:00:00+00,Newburyport/Rockport,6191,3516
2021/07/10 04:00:00+00,Lowell,1160,3517
2021/07/27 04:00:00+00,Middleborough/Lakeville,1871,3518
2021/07/30 04:00:00+00,Providence/Stoughton,5774,3519
2021/07/14 04:00:00+00,Fitchburg,2361,3520
2021/07/23 04:00:00+00,Framingham/Worcester,3366,3521
2021/07/10 04:00:00+00,Haverhill,711,3522
2021/07/27 04:00:00+00,Lowell,2696,3523
2021/07/30 04:00:00+00,Newburyport/Rockport,5237,3524
2021/07/14 04:00:00+00,Greenbush,1236,3525
2021/07/23 04:00:00+00,Franklin/Foxboro,2452,3526
2021/07/10 04:00:00+00,Kingston,587,3527
2021/07/27 04:00:00+00,Haverhill,2141,3528
2021/07/30 04:00:00+00,Framingham/Worcester,3398,3529
2021/07/14 04:00:00+00,Fairmount,984,3530
2021/07/23 04:00:00+00,Middleborough/Lakeville,1329,3531
2021/07/10 04:00:00+00,Needham,360,3532
2021/07/27 04:00:00+00,Kingston,1431,3533
2021/07/30 04:00:00+00,Franklin/Foxboro,2081,3534
2021/07/15 04:00:00+00,Providence/Stoughton,6032,3535
2021/07/23 04:00:00+00,Lowell,2925,3536
2021/07/10 04:00:00+00,Fitchburg,858,3537
2021/07/27 04:00:00+00,Needham,1126,3538
2021/07/30 04:00:00+00,Middleborough/Lakeville,1632,3539
2021/07/15 04:00:00+00,Newburyport/Rockport,5488,3540
2021/07/23 04:00:00+00,Haverhill,2183,3541
2021/07/10 04:00:00+00,Greenbush,320,3542
2021/07/27 04:00:00+00,Fitchburg,2062,3543
2021/07/30 04:00:00+00,Lowell,1434,3544
2021/07/15 04:00:00+00,Framingham/Worcester,4127,3545
2021/07/23 04:00:00+00,Kingston,1130,3546
2021/07/10 04:00:00+00,Fairmount,384,3547
2021/07/27 04:00:00+00,Greenbush,836,3548
2021/07/30 04:00:00+00,Haverhill,1945,3549
2021/07/15 04:00:00+00,Franklin/Foxboro,2756,3550
2021/07/23 04:00:00+00,Needham,1074,3551
2021/07/11 04:00:00+00,Providence/Stoughton,2735,3552
2021/07/27 04:00:00+00,Fairmount,863,3553
2021/07/30 04:00:00+00,Kingston,959,3554
2021/07/15 04:00:00+00,Middleborough/Lakeville,1925,3555
2021/07/23 04:00:00+00,Fitchburg,2054,3556
2021/07/11 04:00:00+00,Newburyport/Rockport,2750,3557
2021/07/28 04:00:00+00,Providence/Stoughton,6187,3558
2021/07/30 04:00:00+00,Needham,803,3559
2021/07/15 04:00:00+00,Lowell,2518,3560
2021/07/23 04:00:00+00,Greenbush,833,3561
2021/07/11 04:00:00+00,Framingham/Worcester,1947,3562
2021/07/28 04:00:00+00,Newburyport/Rockport,5833,3563
2021/07/30 04:00:00+00,Fitchburg,1772,3564
2021/07/15 04:00:00+00,Haverhill,3206,3565
2021/07/23 04:00:00+00,Fairmount,911,3566
2021/07/11 04:00:00+00,Franklin/Foxboro,887,3567
2021/07/28 04:00:00+00,Framingham/Worcester,3361,3568
2021/07/30 04:00:00+00,Greenbush,891,3569
2021/07/15 04:00:00+00,Kingston,1464,3570
2021/07/24 04:00:00+00,Providence/Stoughton,2382,3571
2021/07/11 04:00:00+00,Middleborough/Lakeville,971,3572
2021/07/28 04:00:00+00,Franklin/Foxboro,2620,3573
2021/07/30 04:00:00+00,Fairmount,775,3574
2021/07/15 04:00:00+00,Needham,1625,3575
2021/07/24 04:00:00+00,Newburyport/Rockport,6038,3576
2021/07/28 04:00:00+00,Middleborough/Lakeville,1457,3577
2021/07/11 04:00:00+00,Lowell,1028,3578
2021/07/31 04:00:00+00,Providence/Stoughton,3145,3579
2021/07/15 04:00:00+00,Fitchburg,2883,3580
2021/07/11 04:00:00+00,Haverhill,788,3581
2021/07/31 04:00:00+00,Newburyport/Rockport,4075,3582
2021/07/11 04:00:00+00,Kingston,549,3583
2021/07/31 04:00:00+00,Framingham/Worcester,1894,3584
2021/07/31 04:00:00+00,Franklin/Foxboro,1172,3585
2021/07/31 04:00:00+00,Middleborough/Lakeville,916,3586
2021/07/31 04:00:00+00,Lowell,1101,3587
2021/07/31 04:00:00+00,Haverhill,803,3588
2021/07/31 04:00:00+00,Kingston,350,3589
2021/07/31 04:00:00+00,Needham,431,3590
2021/07/31 04:00:00+00,Fitchburg,822,3591
2021/07/31 04:00:00+00,Greenbush,391,3592
2021/07/31 04:00:00+00,Fairmount,371,3593
2021/08/01 04:00:00+00,Providence/Stoughton,3111,3594
2021/08/01 04:00:00+00,Newburyport/Rockport,3336,3595
2021/08/01 04:00:00+00,Framingham/Worcester,960,3596
2021/08/01 04:00:00+00,Franklin/Foxboro,453,3597
2021/08/01 04:00:00+00,Middleborough/Lakeville,793,3598
2021/08/01 04:00:00+00,Lowell,644,3599
2021/08/01 04:00:00+00,Haverhill,689,3600
2021/08/18 04:00:00+00,Franklin/Foxboro,2264,3601
2021/08/18 04:00:00+00,Middleborough/Lakeville,2026,3602
2021/08/18 04:00:00+00,Lowell,2648,3603
2021/08/18 04:00:00+00,Haverhill,2520,3604
2021/08/18 04:00:00+00,Kingston,1318,3605
2021/08/18 04:00:00+00,Needham,947,3606
2021/08/18 04:00:00+00,Fitchburg,2985,3607
2021/08/18 04:00:00+00,Greenbush,1029,3608
2021/08/18 04:00:00+00,Fairmount,896,3609
2021/08/19 04:00:00+00,Providence/Stoughton,7015,3610
2021/08/19 04:00:00+00,Newburyport/Rockport,5308,3611
2021/08/19 04:00:00+00,Framingham/Worcester,3075,3612
2021/08/19 04:00:00+00,Franklin/Foxboro,2581,3613
2021/08/19 04:00:00+00,Middleborough/Lakeville,1680,3614
2021/08/19 04:00:00+00,Lowell,3066,3615
2021/08/19 04:00:00+00,Haverhill,2095,3616
2021/08/19 04:00:00+00,Kingston,1524,3617
2021/08/19 04:00:00+00,Needham,1193,3618
2021/08/19 04:00:00+00,Fitchburg,2769,3619
2021/08/19 04:00:00+00,Greenbush,1213,3620
2021/08/19 04:00:00+00,Fairmount,900,3621
2021/08/20 04:00:00+00,Providence/Stoughton,6235,3622
2021/08/20 04:00:00+00,Newburyport/Rockport,4984,3623
2021/08/20 04:00:00+00,Framingham/Worcester,3289,3624
2021/08/20 04:00:00+00,Franklin/Foxboro,2282,3625
2021/08/20 04:00:00+00,Middleborough/Lakeville,1838,3626
2021/08/20 04:00:00+00,Lowell,2739,3627
2021/08/20 04:00:00+00,Haverhill,2318,3628
2021/08/20 04:00:00+00,Kingston,1238,3629
2021/08/20 04:00:00+00,Needham,1289,3630
2021/08/20 04:00:00+00,Fitchburg,2338,3631
2021/08/20 04:00:00+00,Greenbush,1157,3632
2021/08/20 04:00:00+00,Fairmount,964,3633
2021/08/21 04:00:00+00,Providence/Stoughton,2418,3634
2021/08/21 04:00:00+00,Newburyport/Rockport,3778,3635
2021/08/21 04:00:00+00,Framingham/Worcester,1643,3636
2021/08/21 04:00:00+00,Franklin/Foxboro,985,3637
2021/08/21 04:00:00+00,Middleborough/Lakeville,1069,3638
2021/08/21 04:00:00+00,Lowell,1239,3639
2021/08/21 04:00:00+00,Haverhill,930,3640
2021/08/21 04:00:00+00,Kingston,478,3641
2021/08/21 04:00:00+00,Needham,54,3642
2021/08/21 04:00:00+00,Fitchburg,702,3643
2021/08/21 04:00:00+00,Greenbush,364,3644
2021/08/21 04:00:00+00,Fairmount,805,3645
2021/08/22 04:00:00+00,Providence/Stoughton,1539,3646
2021/08/22 04:00:00+00,Newburyport/Rockport,1769,3647
2021/08/22 04:00:00+00,Framingham/Worcester,939,3648
2021/08/22 04:00:00+00,Franklin/Foxboro,563,3649
