service_date,line,estimated_boardings,ObjectId
2024/09/14 04:00:00+00,Middleborough/Lakeville,2072,17149
2024/08/24 04:00:00+00,Lowell,4270,17150
2024/08/17 04:00:00+00,Needham,655,17151
2024/09/01 04:00:00+00,Greenbush,332,17152
2024/09/06 04:00:00+00,Newburyport/Rockport,14022,17153
2024/09/14 04:00:00+00,Lowell,3365,17154
2024/08/24 04:00:00+00,Haverhill,3084,17155
2024/08/17 04:00:00+00,Fitchburg,2152,17156
2024/09/01 04:00:00+00,Fairmount,697,17157
2024/09/06 04:00:00+00,Framingham/Worcester,15394,17158
2024/09/14 04:00:00+00,Haverhill,1747,17159
2024/08/24 04:00:00+00,Kingston,1038,17160
2024/08/17 04:00:00+00,Greenbush,831,17161
2024/09/02 04:00:00+00,Providence/Stoughton,7110,17162
2024/09/06 04:00:00+00,Franklin/Foxboro,7807,17163
2024/09/14 04:00:00+00,Kingston,1042,17164
2024/08/24 04:00:00+00,Needham,742,17165
2024/08/17 04:00:00+00,Fairmount,777,17166
2024/09/02 04:00:00+00,Newburyport/Rockport,7823,17167
2024/08/24 04:00:00+00,Fitchburg,3981,17168
2024/08/18 04:00:00+00,Providence/Stoughton,7327,17169
2024/08/18 04:00:00+00,Newburyport/Rockport,6180,17170
2024/08/18 04:00:00+00,Framingham/Worcester,2376,17171
2024/08/18 04:00:00+00,Franklin/Foxboro,1259,17172
2024/08/18 04:00:00+00,Middleborough/Lakeville,2189,17173
2024/08/18 04:00:00+00,Lowell,1958,17174
2024/08/18 04:00:00+00,Haverhill,722,17175
2024/08/18 04:00:00+00,Kingston,958,17176
2024/08/18 04:00:00+00,Needham,380,17177
2024/08/18 04:00:00+00,Fitchburg,1700,17178
2024/08/18 04:00:00+00,Greenbush,945,17179
2024/08/18 04:00:00+00,Fairmount,718,17180
2024/08/19 04:00:00+00,Providence/Stoughton,19487,17181
2024/08/19 04:00:00+00,Newburyport/Rockport,11962,17182
2024/08/19 04:00:00+00,Framingham/Worcester,14342,17183
2024/08/19 04:00:00+00,Franklin/Foxboro,8889,17184
2024/08/19 04:00:00+00,Middleborough/Lakeville,7299,17185
2024/08/19 04:00:00+00,Lowell,6842,17186
2024/08/19 04:00:00+00,Haverhill,5263,17187
2024/08/19 04:00:00+00,Kingston,6296,17188
2024/08/19 04:00:00+00,Needham,5085,17189
2024/08/19 04:00:00+00,Fitchburg,6387,17190
2024/08/19 04:00:00+00,Greenbush,5820,17191
2024/08/19 04:00:00+00,Fairmount,3731,17192
2024/08/20 04:00:00+00,Providence/Stoughton,21698,17193
2024/08/20 04:00:00+00,Newburyport/Rockport,12097,17194
2024/08/20 04:00:00+00,Framingham/Worcester,14393,17195
2024/08/20 04:00:00+00,Franklin/Foxboro,9049,17196
2024/08/20 04:00:00+00,Middleborough/Lakeville,8150,17197
2024/08/20 04:00:00+00,Lowell,7229,17198
2024/08/20 04:00:00+00,Haverhill,5899,17199
2024/08/20 04:00:00+00,Kingston,6341,17200
2024/10/01 04:00:00+00,Middleborough/Lakeville,6466,17201
2024/10/01 04:00:00+00,Lowell,7605,17202
2024/10/01 04:00:00+00,Haverhill,5973,17203
2024/10/01 04:00:00+00,Kingston,6158,17204
2024/10/01 04:00:00+00,Needham,5824,17205
2024/10/01 04:00:00+00,Fitchburg,7977,17206
2024/10/01 04:00:00+00,Greenbush,6640,17207
2024/10/01 04:00:00+00,Fairmount,3859,17208
2024/10/02 04:00:00+00,Providence/Stoughton,22089,17209
2024/10/02 04:00:00+00,Newburyport/Rockport,14642,17210
2024/10/02 04:00:00+00,Framingham/Worcester,15503,17211
2024/10/02 04:00:00+00,Franklin/Foxboro,10532,17212
2024/10/02 04:00:00+00,Middleborough/Lakeville,6479,17213
2024/10/02 04:00:00+00,Lowell,7375,17214
2024/10/02 04:00:00+00,Haverhill,5631,17215
2024/10/02 04:00:00+00,Kingston,6259,17216
2024/10/02 04:00:00+00,Needham,5989,17217
2024/10/02 04:00:00+00,Fitchburg,7564,17218
2024/10/02 04:00:00+00,Greenbush,6247,17219
2024/09/18 04:00:00+00,Greenbush,6367,17220
2024/10/02 04:00:00+00,Fairmount,4670,17221
2024/10/03 04:00:00+00,Providence/Stoughton,22137,17222
2024/10/03 04:00:00+00,Newburyport/Rockport,18264,17223
2024/10/03 04:00:00+00,Framingham/Worcester,15832,17224
2024/09/18 04:00:00+00,Fairmount,3725,17225
2024/10/03 04:00:00+00,Franklin/Foxboro,10836,17226
2024/09/19 04:00:00+00,Providence/Stoughton,21056,17227
2024/10/03 04:00:00+00,Middleborough/Lakeville,8962,17228
2024/09/19 04:00:00+00,Newburyport/Rockport,13536,17229
2024/10/03 04:00:00+00,Lowell,7811,17230
2024/09/19 04:00:00+00,Framingham/Worcester,17245,17231
2024/10/13 04:00:00+00,Greenbush,347,17232
2024/10/03 04:00:00+00,Haverhill,6604,17233
2024/09/19 04:00:00+00,Franklin/Foxboro,9669,17234
2024/10/13 04:00:00+00,Fairmount,761,17235
2024/10/03 04:00:00+00,Kingston,6086,17236
2024/09/19 04:00:00+00,Middleborough/Lakeville,10508,17237
2024/10/14 04:00:00+00,Providence/Stoughton,17024,17238
2024/10/03 04:00:00+00,Needham,6282,17239
2024/09/19 04:00:00+00,Lowell,7738,17240
2024/10/14 04:00:00+00,Newburyport/Rockport,17653,17241
2024/10/09 04:00:00+00,Needham,5467,17242
2024/10/03 04:00:00+00,Fitchburg,8659,17243
2024/09/19 04:00:00+00,Haverhill,6071,17244
2024/10/14 04:00:00+00,Framingham/Worcester,12904,17245
2024/10/03 04:00:00+00,Greenbush,5567,17246
2024/10/09 04:00:00+00,Fitchburg,7043,17247
2024/09/19 04:00:00+00,Kingston,7653,17248
2024/10/14 04:00:00+00,Franklin/Foxboro,7550,17249
2024/10/03 04:00:00+00,Fairmount,3950,17250
2024/10/09 04:00:00+00,Greenbush,4787,17251
2024/09/19 04:00:00+00,Needham,5676,17252
2024/10/14 04:00:00+00,Middleborough/Lakeville,4572,17253
2024/10/04 04:00:00+00,Providence/Stoughton,18225,17254
2024/10/09 04:00:00+00,Fairmount,4091,17255
2024/09/19 04:00:00+00,Fitchburg,7807,17256
2024/10/14 04:00:00+00,Lowell,5625,17257
2024/10/04 04:00:00+00,Newburyport/Rockport,16276,17258
2024/10/10 04:00:00+00,Providence/Stoughton,22225,17259
2024/09/19 04:00:00+00,Greenbush,6110,17260
2024/10/18 04:00:00+00,Providence/Stoughton,18923,17261
2024/10/14 04:00:00+00,Haverhill,4885,17262
2024/10/04 04:00:00+00,Framingham/Worcester,13467,17263
2024/10/10 04:00:00+00,Newburyport/Rockport,14705,17264
2024/09/19 04:00:00+00,Fairmount,3683,17265
2024/10/18 04:00:00+00,Newburyport/Rockport,18869,17266
2024/10/14 04:00:00+00,Kingston,4834,17267
2024/10/04 04:00:00+00,Franklin/Foxboro,8363,17268
2024/10/10 04:00:00+00,Framingham/Worcester,16458,17269
2024/09/20 04:00:00+00,Providence/Stoughton,18729,17270
2024/10/18 04:00:00+00,Framingham/Worcester,13199,17271
2024/10/14 04:00:00+00,Needham,4522,17272
2024/10/04 04:00:00+00,Middleborough/Lakeville,7197,17273
2024/10/04 04:00:00+00,Lowell,7516,17274
2024/10/04 04:00:00+00,Haverhill,5627,17275
2024/10/04 04:00:00+00,Kingston,6144,17276
2024/10/04 04:00:00+00,Needham,5086,17277
2024/10/04 04:00:00+00,Fitchburg,6877,17278
2024/10/04 04:00:00+00,Greenbush,4529,17279
2024/10/04 04:00:00+00,Fairmount,3710,17280
2024/10/05 04:00:00+00,Providence/Stoughton,6848,17281
2024/10/05 04:00:00+00,Newburyport/Rockport,16565,17282
2024/10/05 04:00:00+00,Framingham/Worcester,2995,17283
2024/10/05 04:00:00+00,Franklin/Foxboro,2421,17284
2024/10/05 04:00:00+00,Middleborough/Lakeville,3016,17285
2024/10/05 04:00:00+00,Lowell,4351,17286
2024/09/23 04:00:00+00,Providence/Stoughton,21525,17287
2024/10/10 04:00:00+00,Franklin/Foxboro,11744,17288
2024/10/14 04:00:00+00,Fitchburg,6172,17289
2024/09/20 04:00:00+00,Newburyport/Rockport,13158,17290
2024/09/23 04:00:00+00,Newburyport/Rockport,13545,17291
2024/10/18 04:00:00+00,Franklin/Foxboro,11322,17292
2024/10/10 04:00:00+00,Middleborough/Lakeville,7662,17293
2024/10/14 04:00:00+00,Greenbush,3654,17294
2024/09/20 04:00:00+00,Framingham/Worcester,15572,17295
2024/09/23 04:00:00+00,Framingham/Worcester,16371,17296
2024/10/18 04:00:00+00,Middleborough/Lakeville,6096,17297
2024/10/10 04:00:00+00,Lowell,7549,17298
2024/10/14 04:00:00+00,Fairmount,2864,17299
2024/09/20 04:00:00+00,Franklin/Foxboro,7455,17300
2024/09/23 04:00:00+00,Franklin/Foxboro,9191,17301
2024/10/18 04:00:00+00,Lowell,7417,17302
2024/10/10 04:00:00+00,Haverhill,5948,17303
2024/10/15 04:00:00+00,Providence/Stoughton,21181,17304
2024/09/20 04:00:00+00,Middleborough/Lakeville,9428,17305
2024/09/23 04:00:00+00,Middleborough/Lakeville,9131,17306
2024/10/18 04:00:00+00,Haverhill,5198,17307
2024/10/10 04:00:00+00,Kingston,5601,17308
2024/10/15 04:00:00+00,Newburyport/Rockport,16399,17309
2024/09/20 04:00:00+00,Lowell,7164,17310
2024/09/23 04:00:00+00,Lowell,7705,17311
2024/10/18 04:00:00+00,Kingston,4417,17312
2024/10/10 04:00:00+00,Needham,5802,17313
2024/10/15 04:00:00+00,Framingham/Worcester,17349,17314
2024/09/20 04:00:00+00,Haverhill,5171,17315
2024/09/27 04:00:00+00,Framingham/Worcester,15471,17316
2024/09/23 04:00:00+00,Haverhill,5896,17317
2024/10/18 04:00:00+00,Needham,5439,17318
2024/10/10 04:00:00+00,Fitchburg,7500,17319
2024/10/15 04:00:00+00,Franklin/Foxboro,12458,17320
2024/09/20 04:00:00+00,Kingston,6941,17321
2024/09/27 04:00:00+00,Franklin/Foxboro,7902,17322
2024/09/23 04:00:00+00,Kingston,6196,17323
2024/10/18 04:00:00+00,Fitchburg,6163,17324
2024/10/10 04:00:00+00,Greenbush,5004,17325
2024/10/15 04:00:00+00,Middleborough/Lakeville,7035,17326
2024/09/20 04:00:00+00,Needham,5316,17327
2024/09/27 04:00:00+00,Middleborough/Lakeville,8985,17328
2024/09/23 04:00:00+00,Needham,5059,17329
2024/10/18 04:00:00+00,Greenbush,3530,17330
2024/10/10 04:00:00+00,Fairmount,4228,17331
2024/10/15 04:00:00+00,Lowell,7843,17332
2024/09/20 04:00:00+00,Fitchburg,7603,17333
2024/09/27 04:00:00+00,Lowell,6856,17334
2024/09/23 04:00:00+00,Fitchburg,7656,17335
2024/10/18 04:00:00+00,Fairmount,3771,17336
2024/10/11 04:00:00+00,Providence/Stoughton,20519,17337
2024/10/15 04:00:00+00,Haverhill,5773,17338
2024/09/20 04:00:00+00,Greenbush,5641,17339
2024/09/27 04:00:00+00,Haverhill,4960,17340
2024/09/23 04:00:00+00,Greenbush,7573,17341
2024/10/19 04:00:00+00,Providence/Stoughton,8830,17342
2024/10/11 04:00:00+00,Newburyport/Rockport,16201,17343
2024/10/15 04:00:00+00,Kingston,5005,17344
2024/09/20 04:00:00+00,Fairmount,3640,17345
2024/09/27 04:00:00+00,Kingston,7096,17346
2024/09/23 04:00:00+00,Fairmount,4329,17347
2024/10/19 04:00:00+00,Newburyport/Rockport,22346,17348
2024/10/11 04:00:00+00,Framingham/Worcester,15493,17349
2024/10/15 04:00:00+00,Needham,5083,17350
2024/09/21 04:00:00+00,Providence/Stoughton,6317,17351
2024/09/27 04:00:00+00,Needham,5037,17352
2024/09/24 04:00:00+00,Providence/Stoughton,23566,17353
2024/10/19 04:00:00+00,Framingham/Worcester,3023,17354
2024/10/11 04:00:00+00,Franklin/Foxboro,8861,17355
2024/10/15 04:00:00+00,Fitchburg,7168,17356
2024/09/21 04:00:00+00,Newburyport/Rockport,9774,17357
2024/09/27 04:00:00+00,Fitchburg,7454,17358
2024/09/24 04:00:00+00,Newburyport/Rockport,14487,17359
2024/10/19 04:00:00+00,Franklin/Foxboro,2051,17360
2024/10/11 04:00:00+00,Middleborough/Lakeville,8018,17361
2024/10/15 04:00:00+00,Greenbush,5492,17362
2024/09/21 04:00:00+00,Framingham/Worcester,4294,17363
2024/09/27 04:00:00+00,Greenbush,7229,17364
2024/09/24 04:00:00+00,Framingham/Worcester,16709,17365
2024/10/19 04:00:00+00,Middleborough/Lakeville,2642,17366
2024/10/11 04:00:00+00,Lowell,6895,17367
2024/10/15 04:00:00+00,Fairmount,4517,17368
2024/09/21 04:00:00+00,Franklin/Foxboro,2004,17369
2024/09/27 04:00:00+00,Fairmount,3812,17370
2024/09/24 04:00:00+00,Franklin/Foxboro,9720,17371
2024/10/19 04:00:00+00,Lowell,3363,17372
2024/10/11 04:00:00+00,Haverhill,5259,17373
2024/10/16 04:00:00+00,Providence/Stoughton,20854,17374
2024/09/21 04:00:00+00,Middleborough/Lakeville,2402,17375
2024/09/28 04:00:00+00,Providence/Stoughton,8478,17376
2024/09/24 04:00:00+00,Middleborough/Lakeville,9702,17377
2024/10/19 04:00:00+00,Haverhill,1402,17378
2024/10/11 04:00:00+00,Kingston,5486,17379
2024/10/16 04:00:00+00,Newburyport/Rockport,15820,17380
2024/10/16 04:00:00+00,Framingham/Worcester,16416,17381
2024/10/16 04:00:00+00,Franklin/Foxboro,10510,17382
2024/10/16 04:00:00+00,Middleborough/Lakeville,7417,17383
2024/10/16 04:00:00+00,Lowell,7044,17384
2024/10/16 04:00:00+00,Haverhill,6022,17385
2024/10/16 04:00:00+00,Kingston,5162,17386
2024/10/16 04:00:00+00,Needham,4644,17387
2024/10/16 04:00:00+00,Fitchburg,7147,17388
2024/10/16 04:00:00+00,Greenbush,4136,17389
2024/10/16 04:00:00+00,Fairmount,3779,17390
2024/10/17 04:00:00+00,Providence/Stoughton,20582,17391
2024/10/17 04:00:00+00,Newburyport/Rockport,15360,17392
2024/10/17 04:00:00+00,Framingham/Worcester,16615,17393
2024/10/17 04:00:00+00,Franklin/Foxboro,11459,17394
2024/10/17 04:00:00+00,Middleborough/Lakeville,5858,17395
2024/10/17 04:00:00+00,Lowell,7335,17396
2024/10/17 04:00:00+00,Haverhill,5731,17397
2024/10/17 04:00:00+00,Kingston,5282,17398
2024/10/17 04:00:00+00,Needham,5529,17399
2024/10/17 04:00:00+00,Fitchburg,7332,17400
2024/10/17 04:00:00+00,Greenbush,5067,17401
2024/10/17 04:00:00+00,Fairmount,3626,17402
2024/09/21 04:00:00+00,Lowell,4300,17403
2024/09/28 04:00:00+00,Newburyport/Rockport,11699,17404
2024/10/11 04:00:00+00,Needham,5279,17405
2024/09/21 04:00:00+00,Haverhill,1702,17406
2024/09/28 04:00:00+00,Framingham/Worcester,2943,17407
2024/10/11 04:00:00+00,Fitchburg,6546,17408
2024/09/21 04:00:00+00,Kingston,969,17409
2024/09/28 04:00:00+00,Franklin/Foxboro,2347,17410
2024/10/11 04:00:00+00,Greenbush,4091,17411
2024/09/21 04:00:00+00,Needham,529,17412
2024/09/28 04:00:00+00,Middleborough/Lakeville,2549,17413
2024/10/11 04:00:00+00,Fairmount,4018,17414
2024/09/21 04:00:00+00,Fitchburg,2361,17415
2024/09/28 04:00:00+00,Lowell,4637,17416
2024/10/12 04:00:00+00,Providence/Stoughton,9832,17417
2024/09/21 04:00:00+00,Greenbush,593,17418
2024/09/28 04:00:00+00,Haverhill,2141,17419
2024/10/12 04:00:00+00,Newburyport/Rockport,21377,17420
2024/09/21 04:00:00+00,Fairmount,740,17421
2024/09/28 04:00:00+00,Kingston,1500,17422
2024/10/12 04:00:00+00,Framingham/Worcester,3409,17423
2024/09/22 04:00:00+00,Providence/Stoughton,7048,17424
2024/09/28 04:00:00+00,Needham,783,17425
2024/10/12 04:00:00+00,Franklin/Foxboro,1823,17426
2024/09/22 04:00:00+00,Newburyport/Rockport,8355,17427
2024/09/28 04:00:00+00,Fitchburg,2933,17428
2024/10/12 04:00:00+00,Middleborough/Lakeville,3933,17429
2024/09/22 04:00:00+00,Framingham/Worcester,2894,17430
2024/09/28 04:00:00+00,Greenbush,1084,17431
2024/10/12 04:00:00+00,Lowell,3790,17432
2024/09/22 04:00:00+00,Franklin/Foxboro,1500,17433
2024/09/28 04:00:00+00,Fairmount,876,17434
2024/10/12 04:00:00+00,Haverhill,1719,17435
2024/09/22 04:00:00+00,Middleborough/Lakeville,2971,17436
2024/09/29 04:00:00+00,Providence/Stoughton,5720,17437
2024/10/12 04:00:00+00,Kingston,797,17438
2024/09/22 04:00:00+00,Lowell,2401,17439
2024/09/29 04:00:00+00,Newburyport/Rockport,10962,17440
2024/10/12 04:00:00+00,Needham,1733,17441
2024/09/22 04:00:00+00,Haverhill,1430,17442
2024/09/29 04:00:00+00,Framingham/Worcester,3255,17443
2024/10/12 04:00:00+00,Fitchburg,2991,17444
2024/09/22 04:00:00+00,Kingston,1262,17445
2024/09/29 04:00:00+00,Franklin/Foxboro,1424,17446
2024/10/12 04:00:00+00,Greenbush,772,17447
2024/09/22 04:00:00+00,Needham,603,17448
2024/09/29 04:00:00+00,Middleborough/Lakeville,2793,17449
2024/10/12 04:00:00+00,Fairmount,823,17450
2024/09/22 04:00:00+00,Fitchburg,2057,17451
2024/10/19 04:00:00+00,Kingston,740,17452
2024/09/24 04:00:00+00,Lowell,7634,17453
2024/09/29 04:00:00+00,Lowell,2182,17454
2024/10/13 04:00:00+00,Providence/Stoughton,7118,17455
2024/09/22 04:00:00+00,Greenbush,313,17456
2024/10/19 04:00:00+00,Needham,1485,17457
2024/09/24 04:00:00+00,Haverhill,5596,17458
2024/09/29 04:00:00+00,Haverhill,1861,17459
2024/10/13 04:00:00+00,Newburyport/Rockport,17379,17460
2024/09/22 04:00:00+00,Fairmount,841,17461
2024/10/19 04:00:00+00,Fitchburg,3632,17462
2024/09/24 04:00:00+00,Kingston,7266,17463
2024/09/29 04:00:00+00,Kingston,1226,17464
2024/10/13 04:00:00+00,Framingham/Worcester,2537,17465
2024/10/19 04:00:00+00,Greenbush,933,17466
2024/09/24 04:00:00+00,Needham,6108,17467
2024/09/29 04:00:00+00,Needham,603,17468
2024/10/13 04:00:00+00,Franklin/Foxboro,1153,17469
2024/10/19 04:00:00+00,Fairmount,976,17470
2024/09/24 04:00:00+00,Fitchburg,8337,17471
2024/09/29 04:00:00+00,Fitchburg,2071,17472
2024/10/13 04:00:00+00,Middleborough/Lakeville,2335,17473
2024/10/20 04:00:00+00,Providence/Stoughton,7692,17474
2024/09/24 04:00:00+00,Greenbush,6047,17475
2024/09/29 04:00:00+00,Greenbush,415,17476
2024/10/13 04:00:00+00,Lowell,2205,17477
2024/10/20 04:00:00+00,Newburyport/Rockport,16788,17478
2024/09/24 04:00:00+00,Fairmount,4134,17479
2024/09/29 04:00:00+00,Fairmount,695,17480
2024/10/13 04:00:00+00,Haverhill,1008,17481
2024/10/20 04:00:00+00,Framingham/Worcester,2570,17482
2024/09/25 04:00:00+00,Providence/Stoughton,23299,17483
2024/09/30 04:00:00+00,Providence/Stoughton,21758,17484
2024/10/13 04:00:00+00,Kingston,1119,17485
2024/10/20 04:00:00+00,Franklin/Foxboro,1321,17486
2024/10/05 04:00:00+00,Haverhill,2156,17487
2024/09/25 04:00:00+00,Newburyport/Rockport,13379,17488
2024/09/25 04:00:00+00,Framingham/Worcester,15537,17489
2024/09/25 04:00:00+00,Franklin/Foxboro,9327,17490
2024/09/25 04:00:00+00,Middleborough/Lakeville,9379,17491
2024/09/25 04:00:00+00,Lowell,7509,17492
2024/09/25 04:00:00+00,Haverhill,5856,17493
2024/09/25 04:00:00+00,Kingston,6511,17494
2024/09/25 04:00:00+00,Needham,5511,17495
2024/09/25 04:00:00+00,Fitchburg,8007,17496
2024/09/25 04:00:00+00,Greenbush,7119,17497
2024/09/25 04:00:00+00,Fairmount,3854,17498
2024/09/26 04:00:00+00,Providence/Stoughton,23703,17499
2024/09/26 04:00:00+00,Newburyport/Rockport,14683,17500
2024/09/26 04:00:00+00,Framingham/Worcester,16006,17501
2024/09/26 04:00:00+00,Franklin/Foxboro,9404,17502
2024/09/26 04:00:00+00,Middleborough/Lakeville,9394,17503
2024/09/26 04:00:00+00,Lowell,7126,17504
2024/09/26 04:00:00+00,Haverhill,5798,17505
2024/09/26 04:00:00+00,Kingston,7017,17506
2024/09/26 04:00:00+00,Needham,5514,17507
2024/09/26 04:00:00+00,Fitchburg,8241,17508
2024/09/26 04:00:00+00,Greenbush,7906,17509
2024/09/26 04:00:00+00,Fairmount,3741,17510
2024/09/27 04:00:00+00,Providence/Stoughton,21223,17511
2024/09/27 04:00:00+00,Newburyport/Rockport,13829,17512
2024/10/05 04:00:00+00,Kingston,1066,17513
2024/09/30 04:00:00+00,Newburyport/Rockport,13957,17514
2024/10/13 04:00:00+00,Needham,456,17515
2024/10/05 04:00:00+00,Needham,786,17516
2024/09/30 04:00:00+00,Framingham/Worcester,14188,17517
2024/10/13 04:00:00+00,Fitchburg,2713,17518
2024/10/20 04:00:00+00,Middleborough/Lakeville,1992,17519
2024/10/05 04:00:00+00,Fitchburg,2697,17520
2024/09/30 04:00:00+00,Franklin/Foxboro,9419,17521
2024/10/20 04:00:00+00,Lowell,2068,17522
2024/10/05 04:00:00+00,Greenbush,915,17523
2024/09/30 04:00:00+00,Middleborough/Lakeville,6363,17524
2024/10/20 04:00:00+00,Haverhill,807,17525
2024/10/05 04:00:00+00,Fairmount,887,17526
2024/09/30 04:00:00+00,Lowell,7328,17527
2024/10/20 04:00:00+00,Kingston,1111,17528
2024/10/06 04:00:00+00,Providence/Stoughton,4309,17529
2024/09/30 04:00:00+00,Haverhill,5417,17530
2024/10/20 04:00:00+00,Needham,605,17531
2024/10/06 04:00:00+00,Newburyport/Rockport,16098,17532
2024/09/30 04:00:00+00,Kingston,5651,17533
2024/10/20 04:00:00+00,Fitchburg,3122,17534
2024/10/06 04:00:00+00,Framingham/Worcester,2566,17535
2024/09/30 04:00:00+00,Needham,5149,17536
2024/10/20 04:00:00+00,Greenbush,556,17537
2024/10/06 04:00:00+00,Franklin/Foxboro,1458,17538
2024/09/30 04:00:00+00,Fitchburg,7335,17539
2024/10/20 04:00:00+00,Fairmount,498,17540
2024/10/06 04:00:00+00,Middleborough/Lakeville,2594,17541
2024/09/30 04:00:00+00,Greenbush,6294,17542
2024/10/21 04:00:00+00,Providence/Stoughton,18939,17543
2024/10/06 04:00:00+00,Lowell,2256,17544
2024/09/30 04:00:00+00,Fairmount,3782,17545
2024/10/21 04:00:00+00,Newburyport/Rockport,16222,17546
2024/10/06 04:00:00+00,Haverhill,1627,17547
2024/10/01 04:00:00+00,Providence/Stoughton,22545,17548
2024/10/21 04:00:00+00,Framingham/Worcester,14985,17549
2024/10/06 04:00:00+00,Kingston,1180,17550
2024/10/01 04:00:00+00,Newburyport/Rockport,14842,17551
2024/10/21 04:00:00+00,Franklin/Foxboro,10415,17552
2024/10/06 04:00:00+00,Needham,506,17553
2024/10/01 04:00:00+00,Framingham/Worcester,15061,17554
2024/10/21 04:00:00+00,Middleborough/Lakeville,6916,17555
2024/10/06 04:00:00+00,Fitchburg,2280,17556
2024/10/01 04:00:00+00,Franklin/Foxboro,10928,17557
2024/10/21 04:00:00+00,Lowell,7410,17558
2024/10/06 04:00:00+00,Greenbush,490,17559
2024/10/21 04:00:00+00,Haverhill,5525,17560
2024/10/06 04:00:00+00,Fairmount,688,17561
2024/10/21 04:00:00+00,Kingston,4476,17562
2024/10/07 04:00:00+00,Providence/Stoughton,20321,17563
2024/10/21 04:00:00+00,Needham,5493,17564
2024/10/07 04:00:00+00,Newburyport/Rockport,13830,17565
2024/10/21 04:00:00+00,Fitchburg,7145,17566
2024/10/07 04:00:00+00,Framingham/Worcester,14292,17567
2024/10/21 04:00:00+00,Greenbush,4378,17568
2024/10/07 04:00:00+00,Franklin/Foxboro,10112,17569
2024/10/21 04:00:00+00,Fairmount,3480,17570
2024/10/07 04:00:00+00,Middleborough/Lakeville,7238,17571
2024/10/22 04:00:00+00,Providence/Stoughton,21631,17572
2024/10/07 04:00:00+00,Lowell,6742,17573
2024/10/22 04:00:00+00,Newburyport/Rockport,16314,17574
2024/10/07 04:00:00+00,Haverhill,5232,17575
2024/10/07 04:00:00+00,Kingston,5158,17576
2024/10/07 04:00:00+00,Needham,4685,17577
2024/10/07 04:00:00+00,Fitchburg,6752,17578
2024/10/07 04:00:00+00,Greenbush,5350,17579
2024/10/07 04:00:00+00,Fairmount,3375,17580
2024/10/08 04:00:00+00,Providence/Stoughton,21371,17581
2024/10/08 04:00:00+00,Newburyport/Rockport,14814,17582
2024/10/08 04:00:00+00,Framingham/Worcester,15137,17583
2024/10/08 04:00:00+00,Franklin/Foxboro,11723,17584
2024/10/08 04:00:00+00,Middleborough/Lakeville,8111,17585
2024/10/08 04:00:00+00,Lowell,7254,17586
2024/10/08 04:00:00+00,Haverhill,6135,17587
2024/10/08 04:00:00+00,Kingston,5526,17588
2024/10/08 04:00:00+00,Needham,5470,17589
2024/10/08 04:00:00+00,Fitchburg,7168,17590
2024/10/08 04:00:00+00,Greenbush,4462,17591
2024/10/08 04:00:00+00,Fairmount,3771,17592
2024/10/09 04:00:00+00,Providence/Stoughton,22541,17593
2024/10/09 04:00:00+00,Newburyport/Rockport,13713,17594
2024/10/09 04:00:00+00,Framingham/Worcester,15330,17595
2024/10/09 04:00:00+00,Franklin/Foxboro,11261,17596
2024/10/09 04:00:00+00,Middleborough/Lakeville,9072,17597
2024/10/09 04:00:00+00,Lowell,7266,17598
2024/10/09 04:00:00+00,Haverhill,5601,17599
2024/10/09 04:00:00+00,Kingston,5390,17600
2024/10/22 04:00:00+00,Framingham/Worcester,16231,17601
2024/10/22 04:00:00+00,Franklin/Foxboro,12170,17602
2024/10/22 04:00:00+00,Middleborough/Lakeville,6094,17603
2024/10/22 04:00:00+00,Lowell,8125,17604
2024/10/22 04:00:00+00,Haverhill,6134,17605
2024/10/22 04:00:00+00,Kingston,4634,17606
2024/10/22 04:00:00+00,Needham,5882,17607
2024/10/22 04:00:00+00,Fitchburg,8491,17608
2024/10/22 04:00:00+00,Greenbush,4503,17609
2024/10/22 04:00:00+00,Fairmount,3977,17610
2024/10/23 04:00:00+00,Providence/Stoughton,21719,17611
2024/10/23 04:00:00+00,Newburyport/Rockport,16970,17612
2024/10/23 04:00:00+00,Framingham/Worcester,15139,17613
2024/10/23 04:00:00+00,Franklin/Foxboro,11851,17614
2024/10/23 04:00:00+00,Middleborough/Lakeville,7757,17615
2024/10/23 04:00:00+00,Lowell,7741,17616
2024/10/23 04:00:00+00,Haverhill,5955,17617
2024/10/23 04:00:00+00,Kingston,4710,17618
2024/10/23 04:00:00+00,Needham,5995,17619
2024/10/23 04:00:00+00,Fitchburg,7673,17620
2024/10/23 04:00:00+00,Greenbush,4979,17621
2024/11/07 05:00:00+00,Greenbush,5667,17622
2024/10/23 04:00:00+00,Fairmount,3855,17623
2024/10/24 04:00:00+00,Providence/Stoughton,22313,17624
2024/10/24 04:00:00+00,Newburyport/Rockport,16203,17625
2024/10/24 04:00:00+00,Framingham/Worcester,16544,17626
2024/10/24 04:00:00+00,Franklin/Foxboro,10071,17627
2024/10/24 04:00:00+00,Middleborough/Lakeville,7029,17628
2024/11/07 05:00:00+00,Fairmount,3843,17629
2024/10/24 04:00:00+00,Lowell,8521,17630
2024/11/08 05:00:00+00,Providence/Stoughton,19428,17631
2024/10/24 04:00:00+00,Haverhill,6407,17632
2024/11/08 05:00:00+00,Newburyport/Rockport,13503,17633
2024/10/24 04:00:00+00,Kingston,4273,17634
2024/11/08 05:00:00+00,Framingham/Worcester,13482,17635
