Calendar_Date,ID,Track_Direction,Line,Branch,Track_Name,Location_Description,Loc_GTFS_Stop_ID,Location_Type,Direction_Sort,Restriction_Status,Date_Restriction_Reported,Date_Restriction_Cleared,Restriction_Speed_MPH,Restriction_Reason,Restriction_Distance_Feet,Restriction_Distance_Miles,Line_Restricted_Track_Pct,Line_Total_Track_Miles,Systemwide_Restricted_Track_Pct,Systemwide_Total_Track_Miles,SR_Restriction_Distance_Span,Restriction_Path,Restriction_Days_Active_On_Calendar_Day,Restriction_Days_to_Clear,Daily_Restriction_Count_Start,Month_Restriction_Count_Start,Restriction_Count_New,Restriction_Count_Cleared,Month_Restriction_Count_End,Daily_Restriction_Count_End
2025-05-07,000091L,SB,Orange Line,Orange Line,OL SB,SB Wellington to Assembly,place-welln | place-astao,Between Stations,OLSB-06,Active Restriction,2025-02-27,,25 mph,Track,1600,0.30303030303030304,0.013444112822994812,22.54,0.002221304083201166,136.42,Single Segment,Start|End,69,,1,0,0,0,0,1
2025-05-06,000091L,SB,Orange Line,Orange Line,OL SB,SB Wellington to Assembly,place-welln | place-astao,Between Stations,OLSB-06,Active Restriction,2025-02-27,,25 mph,Track,1600,0.30303030303030304,0.013444112822994812,22.54,0.002221304083201166,136.42,Single Segment,Start|End,68,,1,0,0,0,0,1
2025-05-05,000091L,SB,Orange Line,Orange Line,OL SB,SB Wellington to Assembly,place-welln | place-astao,Between Stations,OLSB-06,Active Restriction,2025-02-27,,25 mph,Track,1600,0.30303030303030304,0.013444112822994812,22.54,0.002221304083201166,136.42,Single Segment,Start|End,67,,1,0,0,0,0,1
2025-05-04,000091L,SB,Orange Line,Orange Line,OL SB,SB Wellington to Assembly,place-welln | place-astao,Between Stations,OLSB-06,Active Restriction,2025-02-27,,25 mph,Track,1600,0.30303030303030304,0.013444112822994812,22.54,0.002221304083201166,136.42,Single Segment,Start|End,66,,1,0,0,0,0,1
2025-05-03,000091L,SB,Orange Line,Orange Line,OL SB,SB Wellington to Assembly,place-welln | place-astao,Between Stations,OLSB-06,Active Restriction,2025-02-27,,25 mph,Track,1600,0.30303030303030304,0.013444112822994812,22.54,0.002221304083201166,136.42,Single Segment,Start|End,65,,1,0,0,0,0,1
2025-05-02,000091L,SB,Orange Line,Orange Line,OL SB,SB Wellington to Assembly,place-welln | place-astao,Between Stations,OLSB-06,Active Restriction,2025-02-27,,25 mph,Track,1600,0.30303030303030304,0.013444112822994812,22.54,0.002221304083201166,136.42,Single Segment,Start|End,64,,1,0,0,0,0,1
2025-05-01,000091L,SB,Orange Line,Orange Line,OL SB,SB Wellington to Assembly,place-welln | place-astao,Between Stations,OLSB-06,Active Restriction,2025-02-27,,25 mph,Track,1600,0.30303030303030304,0.013444112822994812,22.54,0.002221304083201166,136.42,Single Segment,Start|End,63,,1,1,0,0,0,1
2025-05-19,000091L,SB,Orange Line,Orange Line,OL SB,SB Wellington to Assembly,place-welln | place-astao,Between Stations,OLSB-06,Restriction Cleared,2025-02-27,2025-05-19,25 mph,Track,1600,0.30303030303030304,0.013444112822994812,22.54,0.002221304083201166,136.42,Single Segment,Start|End,81,81,1,0,0,-1,0,0
2025-05-31,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,86,,1,0,0,0,1,1
2025-05-30,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,85,,1,0,0,0,0,1
2025-05-29,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,84,,1,0,0,0,0,1
2025-05-28,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,83,,1,0,0,0,0,1
2025-05-27,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,82,,1,0,0,0,0,1
2025-05-26,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,81,,1,0,0,0,0,1
2025-05-04,000193R,SB,Red Line,Red Line - Ashmont,RL JFK-Ashmont SB,SB Shawmut to Ashmont,place-smmnl | place-asmnl,Between Stations,RASB-09,Active Restriction,2025-04-17,,25 mph,Track,910.0000000000023,0.17234848484848528,0.003635277048059171,47.41,0.0012633666973206662,136.42,Single Segment,Start|End,17,,1,0,0,0,0,1
2025-05-03,000193R,SB,Red Line,Red Line - Ashmont,RL JFK-Ashmont SB,SB Shawmut to Ashmont,place-smmnl | place-asmnl,Between Stations,RASB-09,Active Restriction,2025-04-17,,25 mph,Track,910.0000000000023,0.17234848484848528,0.003635277048059171,47.41,0.0012633666973206662,136.42,Single Segment,Start|End,16,,1,0,0,0,0,1
2025-05-02,000193R,SB,Red Line,Red Line - Ashmont,RL JFK-Ashmont SB,SB Shawmut to Ashmont,place-smmnl | place-asmnl,Between Stations,RASB-09,Active Restriction,2025-04-17,,25 mph,Track,910.0000000000023,0.17234848484848528,0.003635277048059171,47.41,0.0012633666973206662,136.42,Single Segment,Start|End,15,,1,0,0,0,0,1
2025-05-01,000193R,SB,Red Line,Red Line - Ashmont,RL JFK-Ashmont SB,SB Shawmut to Ashmont,place-smmnl | place-asmnl,Between Stations,RASB-09,Active Restriction,2025-04-17,,25 mph,Track,910.0000000000023,0.17234848484848528,0.003635277048059171,47.41,0.0012633666973206662,136.42,Single Segment,Start|End,14,,1,1,0,0,0,1
2025-05-05,000193R,SB,Red Line,Red Line - Ashmont,RL JFK-Ashmont SB,SB Shawmut to Ashmont,place-smmnl | place-asmnl,Between Stations,RASB-09,Restriction Cleared,2025-04-17,2025-05-05,25 mph,Track,910.0000000000023,0.17234848484848528,0.003635277048059171,47.41,0.0012633666973206662,136.42,Single Segment,Start|End,18,18,1,0,0,-1,0,0
2025-05-29,000167G,WB,Green Line,Green Line - E,GL Copley-Heath St. WB,WB Prudential to Symphony,place-prmnl | place-symcl,Between Stations,GEWB-03,Restriction Opened/Cleared,2025-05-29,2025-05-29,5 mph,Power,184.00000000000006,0.03484848484848486,6.454618419797158e-4,53.99,2.5544996956813415e-4,136.42,Multi-Segment,End,0,0,0,0,0,0,0,0
2025-05-29,000167G,WB,Green Line,Green Line - E,GL Copley-Heath St. WB,WB Copley to Prudential,place-coecl | place-prmnl,Between Stations,GEWB-01,Restriction Opened/Cleared,2025-05-29,2025-05-29,5 mph,Power,1420,0.2689393939393939,0.004981281606582588,53.99,0.0019714073738410346,136.42,Multi-Segment,Start,0,0,0,0,1,-1,0,0
2025-05-31,000033B,EB,Blue Line,Blue Line,BL EB,EB Wood I to Orient Heights,place-wimnl | place-orhte,Between Stations,BLEB-14,Active Restriction,2025-05-23,,25 mph,Track,500,0.0946969696969697,0.007587898212898213,12.48,6.941575260003644e-4,136.42,Single Segment,Start|End,8,,1,0,0,0,1,1
2025-05-30,000033B,EB,Blue Line,Blue Line,BL EB,EB Wood I to Orient Heights,place-wimnl | place-orhte,Between Stations,BLEB-14,Active Restriction,2025-05-23,,25 mph,Track,500,0.0946969696969697,0.007587898212898213,12.48,6.941575260003644e-4,136.42,Single Segment,Start|End,7,,1,0,0,0,0,1
2025-05-29,000033B,EB,Blue Line,Blue Line,BL EB,EB Wood I to Orient Heights,place-wimnl | place-orhte,Between Stations,BLEB-14,Active Restriction,2025-05-23,,25 mph,Track,500,0.0946969696969697,0.007587898212898213,12.48,6.941575260003644e-4,136.42,Single Segment,Start|End,6,,1,0,0,0,0,1
2025-05-28,000033B,EB,Blue Line,Blue Line,BL EB,EB Wood I to Orient Heights,place-wimnl | place-orhte,Between Stations,BLEB-14,Active Restriction,2025-05-23,,25 mph,Track,500,0.0946969696969697,0.007587898212898213,12.48,6.941575260003644e-4,136.42,Single Segment,Start|End,5,,1,0,0,0,0,1
2025-05-27,000033B,EB,Blue Line,Blue Line,BL EB,EB Wood I to Orient Heights,place-wimnl | place-orhte,Between Stations,BLEB-14,Active Restriction,2025-05-23,,25 mph,Track,500,0.0946969696969697,0.007587898212898213,12.48,6.941575260003644e-4,136.42,Single Segment,Start|End,4,,1,0,0,0,0,1
2025-05-26,000033B,EB,Blue Line,Blue Line,BL EB,EB Wood I to Orient Heights,place-wimnl | place-orhte,Between Stations,BLEB-14,Active Restriction,2025-05-23,,25 mph,Track,500,0.0946969696969697,0.007587898212898213,12.48,6.941575260003644e-4,136.42,Single Segment,Start|End,3,,1,0,0,0,0,1
2025-05-25,000033B,EB,Blue Line,Blue Line,BL EB,EB Wood I to Orient Heights,place-wimnl | place-orhte,Between Stations,BLEB-14,Active Restriction,2025-05-23,,25 mph,Track,500,0.0946969696969697,0.007587898212898213,12.48,6.941575260003644e-4,136.42,Single Segment,Start|End,2,,1,0,0,0,0,1
2025-05-24,000033B,EB,Blue Line,Blue Line,BL EB,EB Wood I to Orient Heights,place-wimnl | place-orhte,Between Stations,BLEB-14,Active Restriction,2025-05-23,,25 mph,Track,500,0.0946969696969697,0.007587898212898213,12.48,6.941575260003644e-4,136.42,Single Segment,Start|End,1,,1,0,0,0,0,1
2025-05-23,000033B,EB,Blue Line,Blue Line,BL EB,EB Wood I to Orient Heights,place-wimnl | place-orhte,Between Stations,BLEB-14,Restriction Opened,2025-05-23,,25 mph,Track,500,0.0946969696969697,0.007587898212898213,12.48,6.941575260003644e-4,136.42,Single Segment,Start|End,0,,0,0,1,0,0,1
2025-05-29,000167G,WB,Green Line,Green Line - E,GL Copley-Heath St. WB,WB Prudential Station,place-prmnl,Station,GEWB-02,Restriction Opened/Cleared,2025-05-29,2025-05-29,5 mph,Power,296.0000000000001,0.05606060606060608,0.0010383516588369343,53.99,4.1094125539221585e-4,136.42,Multi-Segment,Midpoint,0,0,0,0,0,0,0,0
2025-05-14,000032B,WB,Blue Line,Blue Line,BL WB,WB Wonderland to Revere Beach,place-wondl | place-rbmnl,Between Stations,BLWB-02,Restriction Cleared,2025-05-13,2025-05-14,5 mph,,1699.000000000001,0.3217803030303032,0.02578367812742814,12.48,0.002358747273349239,136.42,Multi-Segment,Start,1,1,1,0,0,-1,0,0
2025-05-13,000032B,WB,Blue Line,Blue Line,BL WB,WB Wonderland to Revere Beach,place-wondl | place-rbmnl,Between Stations,BLWB-02,Restriction Opened,2025-05-13,,5 mph,,1699.000000000001,0.3217803030303032,0.02578367812742814,12.48,0.002358747273349239,136.42,Multi-Segment,Start,0,,0,0,1,0,0,1
2025-05-14,000032B,WB,Blue Line,Blue Line,BL WB,WB Revere Beach Station,place-rbmnl,Station,BLWB-03,Restriction Cleared,2025-05-13,2025-05-14,5 mph,,300.9999999999991,0.05700757575757558,0.00456791472416471,12.48,4.178828306522181e-4,136.42,Multi-Segment,End,1,1,0,0,0,0,0,0
2025-05-13,000032B,WB,Blue Line,Blue Line,BL WB,WB Revere Beach Station,place-rbmnl,Station,BLWB-03,Restriction Opened,2025-05-13,,5 mph,,300.9999999999991,0.05700757575757558,0.00456791472416471,12.48,4.178828306522181e-4,136.42,Multi-Segment,End,0,,0,0,0,0,0,0
2025-05-25,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,80,,1,0,0,0,0,1
2025-05-24,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,79,,1,0,0,0,0,1
2025-05-23,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,78,,1,0,0,0,0,1
2025-05-22,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,77,,1,0,0,0,0,1
2025-05-21,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,76,,1,0,0,0,0,1
2025-05-20,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,75,,1,0,0,0,0,1
2025-05-19,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,74,,1,0,0,0,0,1
2025-05-18,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,73,,1,0,0,0,0,1
2025-05-17,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,72,,1,0,0,0,0,1
2025-05-16,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,71,,1,0,0,0,0,1
2025-05-15,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,70,,1,0,0,0,0,1
2025-05-14,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,69,,1,0,0,0,0,1
2025-05-13,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,68,,1,0,0,0,0,1
2025-05-12,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,67,,1,0,0,0,0,1
2025-05-11,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,66,,1,0,0,0,0,1
2025-05-10,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,65,,1,0,0,0,0,1
2025-05-09,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,64,,1,0,0,0,0,1
2025-05-08,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,63,,1,0,0,0,0,1
2025-05-07,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,62,,1,0,0,0,0,1
2025-05-06,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,61,,1,0,0,0,0,1
2025-05-05,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,60,,1,0,0,0,0,1
2025-05-04,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,59,,1,0,0,0,0,1
2025-05-03,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,58,,1,0,0,0,0,1
2025-05-02,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,57,,1,0,0,0,0,1
2025-05-01,000092L,SB,Orange Line,Orange Line,OL SB,SB Forest Hills Station,place-forhl,Station,OLSB-39,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,56,,1,1,0,0,0,1
2025-05-31,000093L,NB,Orange Line,Orange Line,OL NB,NB Forest Hills Station,place-forhl,Station,OLNB-01,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,86,,1,0,0,0,1,1
2025-05-30,000093L,NB,Orange Line,Orange Line,OL NB,NB Forest Hills Station,place-forhl,Station,OLNB-01,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,85,,1,0,0,0,0,1
2025-05-29,000093L,NB,Orange Line,Orange Line,OL NB,NB Forest Hills Station,place-forhl,Station,OLNB-01,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,84,,1,0,0,0,0,1
2025-05-28,000093L,NB,Orange Line,Orange Line,OL NB,NB Forest Hills Station,place-forhl,Station,OLNB-01,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,83,,1,0,0,0,0,1
2025-05-27,000093L,NB,Orange Line,Orange Line,OL NB,NB Forest Hills Station,place-forhl,Station,OLNB-01,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,82,,1,0,0,0,0,1
2025-05-26,000093L,NB,Orange Line,Orange Line,OL NB,NB Forest Hills Station,place-forhl,Station,OLNB-01,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,81,,1,0,0,0,0,1
2025-05-25,000093L,NB,Orange Line,Orange Line,OL NB,NB Forest Hills Station,place-forhl,Station,OLNB-01,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,80,,1,0,0,0,0,1
2025-05-24,000093L,NB,Orange Line,Orange Line,OL NB,NB Forest Hills Station,place-forhl,Station,OLNB-01,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,79,,1,0,0,0,0,1
2025-05-23,000093L,NB,Orange Line,Orange Line,OL NB,NB Forest Hills Station,place-forhl,Station,OLNB-01,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,78,,1,0,0,0,0,1
2025-05-22,000093L,NB,Orange Line,Orange Line,OL NB,NB Forest Hills Station,place-forhl,Station,OLNB-01,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,77,,1,0,0,0,0,1
2025-05-21,000093L,NB,Orange Line,Orange Line,OL NB,NB Forest Hills Station,place-forhl,Station,OLNB-01,Active Restriction,2025-03-06,,10 mph,Track,500,0.0946969696969697,0.004201285257185878,22.54,6.941575260003644e-4,136.42,Single Segment,Start|End,76,,1,0,0,0,0,1
