service_date,line,est_ridership,num_slow_zones,total_track_pct,total_miles_affected,otp_score,day_of_week,month,num_alerts
2023-05-15,blue,34458.7,20.0,0.350947882,4.37982955,0.864068321661454,Monday,May,1.0
2023-05-15,green,48782.866582,67.0,0.181437667,9.795643948,0.7923048948761745,Monday,May,0.0
2023-05-15,orange,67264.54,34.0,0.168595495,3.800189398,0.961231922119074,Monday,May,0.0
2023-05-15,red,81539.76,93.0,0.214820218,10.185246226,0.8990271929304785,Monday,May,2.0
2023-05-16,blue,38199.8,19.0,0.344877563,4.304071974,0.9264837754054901,Tuesday,May,0.0
2023-05-16,green,56420.169922,67.0,0.181437667,9.795643948,0.7565466987626344,Tuesday,May,0.0
2023-05-16,orange,76272.75,34.0,0.168595495,3.800189398,0.9776839412551375,Tuesday,May,0.0
2023-05-16,red,94386.18,94.0,0.216418142,10.261003802,0.9376270545969607,Tuesday,May,0.0
2023-05-17,blue,38504.7,19.0,0.344877563,4.304071974,0.898787548475365,Wednesday,May,0.0
2023-05-17,green,62142.009907,67.0,0.181437667,9.795643948,0.7812245550847436,Wednesday,May,1.0
2023-05-17,orange,81294.51,35.0,0.171116266,3.85700758,0.9746304553613495,Wednesday,May,0.0
2023-05-17,red,96646.28,93.0,0.214022055,10.147405317,0.8959395844088355,Wednesday,May,1.0
2023-05-18,blue,38002.6,19.0,0.344877563,4.304071974,0.8459538983392452,Thursday,May,1.0
2023-05-18,green,56593.569915,67.0,0.181437667,9.795643948,0.8025040848832984,Thursday,May,2.0
2023-05-18,orange,76078.97,35.0,0.171116266,3.85700758,0.978847194037218,Thursday,May,0.0
2023-05-18,red,94741.76,93.0,0.212823612,10.090587135,0.9339303445537629,Thursday,May,1.0
2023-05-19,blue,37752.4,19.0,0.344877563,4.304071974,0.8855472771245305,Friday,May,0.0
2023-05-19,green,57457.473252,67.0,0.181437667,9.795643948,0.808675677496312,Friday,May,1.0
2023-05-19,orange,74114.08,35.0,0.171116266,3.85700758,0.9819932776290938,Friday,May,0.0
2023-05-19,red,86270.98,92.0,0.212024612,10.052708347,0.9241501913335384,Friday,May,0.0
2023-05-20,blue,25032.5,19.0,0.344877563,4.304071974,0.881197066350881,Saturday,May,0.0
2023-05-20,green,37155.403249,67.0,0.181437667,9.795643948,0.7431317031191086,Saturday,May,2.0
2023-05-20,orange,41967.76,35.0,0.171116266,3.85700758,0.9512263833148357,Saturday,May,1.0
2023-05-20,red,31762.97,92.0,0.212024612,10.052708347,0.9452279173784681,Saturday,May,0.0
2023-05-21,blue,26188.0,19.0,0.344877563,4.304071974,0.883244232345009,Sunday,May,0.0
2023-05-21,green,35364.73992,67.0,0.181437667,9.795643948,0.7456094332717342,Sunday,May,1.0
2023-05-21,orange,40899.89,35.0,0.171116266,3.85700758,0.9835692356808722,Sunday,May,0.0
2023-05-21,red,32041.47,92.0,0.212024612,10.052708347,0.9332868625167954,Sunday,May,0.0
2023-05-22,blue,35173.9,19.0,0.344877563,4.304071974,0.9164839013315794,Monday,May,0.0
2023-05-22,green,44405.543259,67.0,0.181437667,9.795643948,0.7981039243352782,Monday,May,0.0
2023-05-22,orange,67545.91,35.0,0.171116266,3.85700758,0.9686083091779243,Monday,May,0.0
2023-05-22,red,82613.98,92.0,0.212024612,10.052708347,0.919874534431565,Monday,May,2.0
2023-05-23,blue,37849.7,16.0,0.323934963,4.042708337,0.8950187928799592,Tuesday,May,1.0
2023-05-23,green,52605.73659,67.0,0.181437667,9.795643948,0.8135092400817158,Tuesday,May,1.0
2023-05-23,orange,77043.85,34.0,0.168595495,3.800189398,0.9784033156518629,Tuesday,May,0.0
2023-05-23,red,95037.48,94.0,0.214421536,10.166344711,0.9168389874824451,Tuesday,May,0.0
2023-05-24,blue,37531.7,16.0,0.323934963,4.042708337,0.884085947158835,Wednesday,May,1.0
2023-05-24,green,51442.446587,66.0,0.180385284,9.738825766,0.8113389630091318,Wednesday,May,2.0
2023-05-24,orange,76785.73,35.0,0.173637037,3.913825762,0.9700986243055578,Wednesday,May,0.0
2023-05-24,red,97622.29,94.0,0.214421536,10.166344711,0.9277082935846028,Wednesday,May,2.0
2023-05-25,blue,38753.7,14.0,0.310276746,3.872253791,0.8842048411529202,Thursday,May,0.0
2023-05-25,green,53982.049918,66.0,0.180385284,9.738825766,0.8102160730818629,Thursday,May,1.0
2023-05-25,orange,78990.41,32.0,0.166074981,3.743371216,0.9797788546074814,Thursday,May,0.0
2023-05-25,red,102115.94,92.0,0.21242461199999998,10.071647741,0.8874617281363475,Thursday,May,3.0
2023-05-26,blue,36603.6,14.0,0.310276746,3.872253791,0.9005182344420446,Friday,May,0.0
2023-05-26,green,49810.523245,66.0,0.180385284,9.738825766,0.8082961328021256,Friday,May,2.0
2023-05-26,orange,69404.56,32.0,0.166074981,3.743371216,0.9824945171731533,Friday,May,0.0
2023-05-26,red,97210.85,95.0,0.218216605,10.346268954,0.9504363865048802,Friday,May,1.0
2023-05-27,blue,30098.1,14.0,0.310276746,3.872253791,0.8891900989419076,Saturday,May,2.0
2023-05-27,green,45308.156588,66.0,0.180385284,9.738825766,0.8217502713905175,Saturday,May,1.0
2023-05-27,orange,50136.14,32.0,0.166074981,3.743371216,0.9890806228504263,Saturday,May,0.0
2023-05-27,red,72193.47,96.0,0.22376939099999998,10.60952653,0.9538644861372717,Saturday,May,1.0
2023-05-28,blue,27055.0,14.0,0.310276746,3.872253791,0.8843876601454459,Sunday,May,3.0
2023-05-28,green,35802.643262,66.0,0.180385284,9.738825766,0.8017582160231754,Sunday,May,0.0
2023-05-28,orange,38224.84,32.0,0.166074981,3.743371216,0.9790372912088037,Sunday,May,0.0
2023-05-28,red,54319.45,96.0,0.22376939099999998,10.60952653,0.9557485502571728,Sunday,May,0.0
2023-05-29,blue,25410.0,14.0,0.310276746,3.872253791,0.9094836665692915,Monday,May,1.0
2023-05-29,green,36564.453263,66.0,0.180385284,9.738825766,0.8168123598126591,Monday,May,0.0
2023-05-29,orange,43771.37,33.0,0.171116523,3.85700758,0.9725822732418443,Monday,May,0.0
2023-05-29,red,44162.21,97.0,0.224368391,10.637935621,0.9151350253050285,Monday,May,0.0
2023-05-30,blue,37585.7,14.0,0.310276746,3.872253791,0.9303294894767938,Tuesday,May,0.0
2023-05-30,green,54831.509923,66.0,0.180385284,9.738825766,0.7852071144616433,Tuesday,May,3.0
2023-05-30,orange,73438.9,33.0,0.171116523,3.85700758,0.9528721357951794,Tuesday,May,2.0
2023-05-30,red,90033.19,98.0,0.22476739099999998,10.656875015,0.9234099940447439,Tuesday,May,0.0
2023-05-31,blue,39559.3,14.0,0.310276746,3.872253791,0.9106204042838956,Wednesday,May,0.0
2023-05-31,green,58062.149924,66.0,0.180385284,9.738825766,0.7871534761602212,Wednesday,May,0.0
2023-05-31,orange,78299.85,31.0,0.163714115,3.690151519,0.9750832095380564,Wednesday,May,1.0
2023-05-31,red,94825.9,97.0,0.223568948,10.600056833,0.9230941015439855,Wednesday,May,1.0
2023-06-01,blue,45857.5,14.0,0.31027674582361964,3.872253787878787,0.8592453555115308,Thursday,June,2.0
2023-06-01,green,58071.52992,64.0,0.18932728844286345,10.2217803030303,0.7782149400161319,Thursday,June,2.0
2023-06-01,orange,78717.99,31.0,0.1838818531365102,4.144696969696968,0.9777212297366376,Thursday,June,0.0
2023-06-01,red,96791.78,98.0,0.25461041015512254,12.071079545454538,0.9299298589258009,Thursday,June,0.0
2023-06-02,blue,43007.5,14.0,0.31027674582361964,3.872253787878787,0.8942992664421906,Friday,June,0.0
2023-06-02,green,57343.97325,64.0,0.18932728844286345,10.2217803030303,0.7727856176364579,Friday,June,4.0
2023-06-02,orange,71187.46,32.0,0.188083138393696,4.2393939393939375,0.9632945175523548,Friday,June,2.0
2023-06-02,red,86013.6,98.0,0.25461041015512254,12.071079545454538,0.9187976901401814,Friday,June,1.0
2023-06-03,blue,32789.7,14.0,0.31027674582361964,3.872253787878787,0.9020375094625112,Saturday,June,0.0
2023-06-03,green,48603.233326,63.0,0.18862569948418983,10.183901515151511,0.7313271430741897,Saturday,June,1.0
2023-06-03,orange,48851.69,32.0,0.188083138393696,4.2393939393939375,0.970473336474468,Saturday,June,2.0
2023-06-03,red,55178.21,98.0,0.25461041015512254,12.071079545454538,0.9529977731832515,Saturday,June,3.0
2023-06-04,blue,25983.4,14.0,0.31027674582361964,3.872253787878787,0.9204568546067758,Sunday,June,0.0
2023-06-04,green,34064.213329,63.0,0.18862569948418983,10.183901515151511,0.7426441327531067,Sunday,June,0.0
2023-06-04,orange,34955.34,32.0,0.188083138393696,4.2393939393939375,0.9769723428814505,Sunday,June,1.0
2023-06-04,red,42025.28,98.0,0.25461041015512254,12.071079545454538,0.9405323955699728,Sunday,June,4.0
2023-06-05,blue,40148.4,14.0,0.31027674582361964,3.872253787878787,0.897557754304087,Monday,June,0.0
2023-06-05,green,51192.383247,63.0,0.18862569948418983,10.183901515151511,0.789496160155331,Monday,June,1.0
2023-06-05,orange,70077.89,32.0,0.188083138393696,4.2393939393939375,0.9874422549022669,Monday,June,0.0
2023-06-05,red,83929.76,98.0,0.25461041015512254,12.071079545454538,0.9294756644213159,Monday,June,1.0
2023-06-06,blue,44344.8,14.0,0.31027674582361964,3.872253787878787,0.8865051598643053,Tuesday,June,1.0
2023-06-06,green,55168.473246,63.0,0.18862569948418983,10.183901515151511,0.8116191108728166,Tuesday,June,0.0
2023-06-06,orange,81798.63,32.0,0.188083138393696,4.2393939393939375,0.9715661210469846,Tuesday,June,0.0
2023-06-06,red,98035.23,100.0,0.25780625810946023,12.22259469696969,0.9035451043496536,Tuesday,June,2.0
2023-06-07,blue,43720.8,14.0,0.31027674582361964,3.872253787878787,0.8839392886643381,Wednesday,June,0.0
2023-06-07,green,55129.78991,61.0,0.18511775469082195,9.994507575757572,0.7759981308428133,Wednesday,June,2.0
2023-06-07,orange,81425.24,30.0,0.16877403135166982,3.8041666666666645,0.9750105965038232,Wednesday,June,0.0
2023-06-07,red,96806.07,100.0,0.25780625810946023,12.22259469696969,0.931527496459022,Wednesday,June,1.0
2023-06-08,blue,44162.7,14.0,0.31027674582361964,3.872253787878787,0.8908066212666531,Thursday,June,0.0
2023-06-08,green,55902.92325,62.0,0.18652093260816915,10.070265151515148,0.8048875308610336,Thursday,June,1.0
2023-06-08,orange,79112.24,30.0,0.16611041649861402,3.744128787878786,0.9760515464551488,Thursday,June,0.0
2023-06-08,red,95263.07,100.0,0.25780625810946023,12.22259469696969,0.9088135136409929,Thursday,June,3.0
2023-06-09,blue,41843.7,14.0,0.31027674582361964,3.872253787878787,0.877732550327993,Friday,June,0.0
2023-06-09,green,53022.403244,62.0,0.18652093260816915,10.070265151515148,0.8109552527376769,Friday,June,0.0
2023-06-09,orange,71752.7,30.0,0.16611041649861402,3.744128787878786,0.9646729604351557,Friday,June,2.0
2023-06-09,red,79359.73,100.0,0.25780625810946023,12.22259469696969,0.9314364954418796,Friday,June,3.0
2023-06-10,blue,36385.8,14.0,0.31027674582361964,3.872253787878787,0.8832022585235748,Saturday,June,0.0
2023-06-10,green,53137.886661,62.0,0.18652093260816915,10.070265151515148,0.7527192119540946,Saturday,June,1.0
2023-06-10,orange,63202.68,30.0,0.16611041649861402,3.744128787878786,0.9680910694078794,Saturday,June,1.0
2023-06-10,red,65963.4,100.0,0.25780625810946023,12.22259469696969,0.9476074784222539,Saturday,June,1.0
2023-06-11,blue,30696.0,14.0,0.31027674582361964,3.872253787878787,0.9086945075279936,Sunday,June,0.0
2023-06-11,green,29486.513331,62.0,0.18652093260816915,10.070265151515148,0.7691228496681001,Sunday,June,3.0
2023-06-11,orange,39533.65,30.0,0.16611041649861402,3.744128787878786,0.9796796571916166,Sunday,June,0.0
2023-06-11,red,46788.97,100.0,0.25780625810946023,12.22259469696969,0.9392390501017835,Sunday,June,4.0
2023-06-12,blue,42480.6,14.0,0.31027674582361964,3.872253787878787,0.8359255137421961,Monday,June,2.0
2023-06-12,green,49411.093252,62.0,0.18652093260816915,10.070265151515148,0.698599798293619,Monday,June,4.0
2023-06-12,orange,71819.07,31.0,0.17400883278212342,3.922159090909089,0.9577185406439009,Monday,June,0.0
2023-06-12,red,84894.57,100.0,0.25780625810946023,12.22259469696969,0.9317451003631474,Monday,June,1.0
2023-06-13,blue,44917.2,14.0,0.31027674582361964,3.872253787878787,0.9148387956043491,Tuesday,June,1.0
2023-06-13,green,51127.346585,62.0,0.18652093260816915,10.070265151515148,0.7013798964460322,Tuesday,June,1.0
2023-06-13,orange,80247.43,31.0,0.17400883278212342,3.922159090909089,0.9643620911276519,Tuesday,June,0.0
2023-06-13,red,97779.29,101.0,0.2610021060637979,12.374109848484842,0.9023627993362509,Tuesday,June,0.0
2023-06-14,blue,45211.4,14.0,0.31027674582361964,3.872253787878787,0.8904707909753681,Wednesday,June,1.0
2023-06-14,green,49306.589919,66.0,0.19206348538169057,10.369507575757572,0.6779765979952096,Wednesday,June,0.0
2023-06-14,orange,77813.82,31.0,0.1731685757306863,3.903219696969695,0.9666583152793125,Wednesday,June,2.0
2023-06-14,red,98192.79,94.0,0.24662079026927858,11.69229166666666,0.9395266378587253,Wednesday,June,0.0
2023-06-15,blue,45959.8,14.0,0.31027674582361964,3.872253787878787,0.867802623607886,Thursday,June,1.0
2023-06-15,green,44973.256572,68.0,0.20827019032705077,11.244507575757572,0.6959700766667237,Thursday,June,0.0
2023-06-15,orange,76521.38,31.0,0.1731685757306863,3.903219696969695,0.9499432703907768,Thursday,June,0.0
2023-06-15,red,96123.53,94.0,0.24662079026927858,11.69229166666666,0.9268479990076379,Thursday,June,1.0
2023-06-16,blue,46262.1,15.0,0.3193822236790974,3.98589015151515,0.8647271776586156,Friday,June,0.0
2023-06-16,green,50673.616588,70.0,0.21195353236008713,11.443371212121209,0.6709283797865396,Friday,June,0.0
2023-06-16,orange,71242.98,35.0,0.1916542308623039,4.319886363636361,0.9708495327699106,Friday,June,1.0
2023-06-16,red,86785.27,94.0,0.24662079026927858,11.69229166666666,0.9200114396178237,Friday,June,2.0
2023-06-17,blue,29656.0,14.0,0.31027674582361964,3.872253787878787,0.9086347555194223,Saturday,June,0.0
2023-06-17,green,32227.349996,70.0,0.21195353236008713,11.443371212121209,0.7180204709736797,Saturday,June,1.0
2023-06-17,orange,38921.96,31.0,0.17031170175579982,3.8388257575757554,0.9487267407204052,Saturday,June,1.0
2023-06-17,red,47399.19,94.0,0.24662079026927858,11.69229166666666,0.9616676260408605,Saturday,June,0.0
2023-06-18,blue,31513.4,13.0,0.30875916618104,3.853314393939393,0.9195328834273863,Sunday,June,0.0
2023-06-18,green,37358.82,71.0,0.2127252802146281,11.485037878787875,0.7502646985444433,Sunday,June,1.0
2023-06-18,orange,37007.51,31.0,0.17031170175579982,3.8388257575757554,0.9787103426663111,Sunday,June,0.0
2023-06-18,red,47222.87,94.0,0.24662079026927858,11.69229166666666,0.958543782895204,Sunday,June,1.0
2023-06-19,blue,33988.4,13.0,0.30875916618104,3.853314393939393,0.9002777759007492,Monday,June,0.0
